"id","subject_class","subject_id","fyear1","fyear2","topic_keys","footnote_fr"
464,"program","CCRA-ABZ00","2016-17","2016-17","FTE,DRR_FTE","L’augmentation est principalement attribuable au nouveau financement alloué pour les mesures concernant le service et les organismes de bienfaisance annoncé dans le budget de 2016, ainsi qu’à des volumes accrus pour la ligne de résolution au premier appel liés au programme de prestations pour enfants du Canada."
465,"program","CCRA-ACB00","2016-17","2016-17","EXP,DRR_EXP","L’augmentation est principalement attribuable aux rajustements dus aux négociations collectives, aux dépenses liées à la mise en oeuvre et à l’administration de diverses mesures améliorées relatives au recouvrement, au service et à l’évasion fiscale annoncées dans le budget de 2016 ainsi qu’à des mesures législatives et d’observation renforcée annoncées dans le budget de 2015."
466,"program","CCRA-ACD00","2016-17","2016-17","EXP,DRR_EXP","La diminution est principalement attribuable aux postes vacants et aux retards dans les mesures de dotation prévues."
467,"program","CCRA-ACD00","2016-17","2016-17","FTE,DRR_FTE","La diminution est principalement attribuable aux postes vacants et aux retards dans les mesures de dotation prévues."
468,"program","CCRA-BRA08","2018-19","2018-19","PLANNED_EXP,DP_EXP","L’augmentation est principalement attribuable à l'augmentation des dépenses prévues pour les projets d'investissement majeurs."
469,"program","CCRA-BRA08","2018-19","2018-19","PLANNED_FTE,DP_FTE","L’augmentation est principalement attribuable à l'augmentation des dépenses prévues pour les projets d'investissement majeurs."
470,"program","CCRA-BRA09","2018-19","2018-19","PLANNED_EXP,DP_EXP","La diminution est principalement attribuable à une réduction prévue de fonds pour les projets d'investissement majeurs ainsi qu'à l’élimination progressive du financement pour les mesures relatives aux organismes de bienfaisance annoncées dans le budget de 2016."
471,"program","CCRA-BRA09","2018-19","2018-19","PLANNED_FTE,DP_FTE","La diminution est principalement attribuable à une réduction prévue de fonds pour les projets d'investissement majeurs ainsi qu'à l’élimination progressive du financement pour les mesures relatives aux organismes de bienfaisance annoncées dans le budget de 2016."
472,"program","CCRA-ISC00","2016-17","2016-17","FTE,DRR_FTE","Sans objet – résultat en deçà du seuil de 10 %."
473,"program","CCRA-ISC00","2016-17","2016-17","EXP,DRR_EXP","L’augmentation est principalement attribuable aux dépenses relatives à des  projets d'investissement majeurs, à des transferts de la charge de travail  d'autres programmes associés au travail de la Technologie de l'information, à la consolidation de l'équipe des services consultatifs en gestion financière ainsi qu'à des initiatives annoncées dans le cadre du budget de 2016."
474,"program","CCRA-ISS05","2018-19","2018-19","PLANNED_EXP,DP_EXP","L’augmentation est principalement attribuable aux changements apportés au profil des dispositions centrales afin de réduire les pressions opérationnelles futures."
475,"program","CEAA-AGG00","2016-17","2016-17","EXP,DRR_EXP","Les Dépenses prévues 2016-2017 représentent le pouvoir de dépenser de l’Agence au début de l’exercice. Le gouvernement du Canada a versé des fonds supplémentaires durant l’exercice dans le cadre du Budget 2016 et du Budget supplémentaire des dépenses, ce qui a porté les autorisations disponibles de l’Agence à 26,2 millions de dollars pour le Programme de réalisation d’évaluations environnementales. Les dépenses supplémentaires sont principalement consacrées au rétablissement d’évaluations environnementales rigoureuses et à l’examen des processus d’évaluation environnementale."
476,"program","CEAA-AGG00","2016-17","2016-17","FTE,DRR_FTE","L’augmentation du personnel découle principalement du budget de 2016, du rétablissement d’évaluations environnementales rigoureuses et de l’examen des processus d’évaluation environnementale."
477,"program","CEAA-AGH00","2016-17","2016-17","EXP,DRR_EXP","Les Dépenses prévues 2016-2017 représentent le pouvoir de dépenser de l’Agence au début de l’exercice. Le gouvernement du Canada a versé des fonds supplémentaires durant l’exercice dans le cadre du Budget 2016 et du Budget supplémentaire des dépenses, ce qui a porté les autorisations disponibles de l’Agence à 8,6 millions de dollars pour le Programme stratégique en matière d’évaluation environnementale. Les dépenses supplémentaires sont principalement consacrées au rétablissement d’évaluations environnementales rigoureuses et à l’examen des processus d’évaluation environnementale."
478,"program","CEAA-AGH00","2016-17","2016-17","FTE,DRR_FTE","L’augmentation du personnel découle principalement du budget de 2016, du rétablissement d’évaluations environnementales rigoureuses et de l’examen des processus d’évaluation environnementale."
479,"program","CEAA-BGV01","2018-19","2018-19","PLANNED_FTE,DP_FTE","La diminution du nombre d'ETP en 2020-2021 tient compte de la diminution du financement temporaire lié à l’initiative du  Bureau de gestion des grands projets et de la consultation auprès des Autochtones. Ces programmes font l’objet de décisions budgétaires du gouvernement et ont été renouvelés par le passé."
480,"program","CEAA-BGV01","2018-19","2018-19","PLANNED_EXP,DP_EXP","La diminution des dépenses prévues en 2020-2021 tient compte de la diminution du financement temporaire lié à l’initiative du  Bureau de gestion des grands projets et de la consultation auprès des Autochtones. Ces programmes font l’objet de décisions budgétaires du gouvernement et ont été renouvelés par le passé."
481,"program","CEAA-BGV02","2018-19","2018-19","PLANNED_FTE,DP_FTE","La diminution du nombre d'ETP en 2020-2021 tient compte de la diminution du financement temporaire lié à l’initiative du  Bureau de gestion des grands projets et de la consultation auprès des Autochtones. Ces programmes font l’objet de décisions budgétaires du gouvernement et ont été renouvelés par le passé."
482,"program","CEAA-BGV02","2018-19","2018-19","PLANNED_EXP,DP_EXP","La diminution des dépenses prévues en 2020-2021 tient compte de la diminution du financement temporaire lié à l’initiative du  Bureau de gestion des grands projets et de la consultation auprès des Autochtones. Ces programmes font l’objet de décisions budgétaires du gouvernement et ont été renouvelés par le passé."
483,"program","CEAA-ISC00","2016-17","2016-17","EXP,DRR_EXP","Les Dépenses prévues 2016-2017 représentent le pouvoir de dépenser de l’Agence au début de l’exercice. Le gouvernement du Canada a versé des fonds supplémentaires durant l’exercice dans le cadre du Budget 2016 et du Budget supplémentaire des dépenses, ce qui a porté les autorisations disponibles de l’Agence à 6,9 millions de dollars pour les services internes. Les dépenses supplémentaires sont principalement consacrées au rétablissement d’évaluations environnementales rigoureuses et à l’examen des processus d’évaluation environnementale."
484,"program","CEAA-ISC00","2016-17","2016-17","FTE,DRR_FTE","La réduction du personnel des Services internes est principalement attribuable à l’imputation de coûts directs de services internes à la prestation des programmes."
485,"program","CEAA-ISS00","2018-19","2018-19","PLANNED_FTE,DP_FTE","La diminution du nombre d'ETP en 2020-2021 tient compte de la diminution du financement temporaire lié à l’initiative du  Bureau de gestion des grands projets et de la consultation auprès des Autochtones. Ces programmes font l’objet de décisions budgétaires du gouvernement et ont été renouvelés par le passé."
486,"program","CEAA-ISS00","2018-19","2018-19","PLANNED_EXP,DP_EXP","La diminution des dépenses prévues en 2020-2021 tient compte de la diminution du financement temporaire lié à l’initiative du  Bureau de gestion des grands projets et de la consultation auprès des Autochtones. Ces programmes font l’objet de décisions budgétaires du gouvernement et ont été renouvelés par le passé."
487,"program","CEO-BGG01","2018-19","2018-19","PLANNED_FTE,DP_FTE","Les ETP prévus pour 2018-2019 comprennent la préparation pour l’élection générale de 2019, qui diminuent dans les années suivantes."
488,"program","CEO-BGG01","2018-19","2018-19","PLANNED_EXP,DP_EXP","Les dépenses budgétaires prévues pour 2018-2019 comprennent la préparation pour l’élection générale de 2019, qui diminuent dans les années suivantes."
489,"program","CEO-BGG02","2018-19","2018-19","PLANNED_FTE,DP_FTE","Les ETP prévus pour 2018-2019 comprennent la préparation pour l’élection générale de 2019, qui diminuent dans les années suivantes."
490,"program","CEO-BGG02","2018-19","2018-19","PLANNED_EXP,DP_EXP","Les dépenses budgétaires prévues pour 2018-2019 comprennent la préparation pour l’élection générale de 2019, qui diminuent dans les années suivantes."
491,"program","CEO-BGG03","2018-19","2018-19","PLANNED_EXP,DP_EXP","Les dépenses budgétaires prévues pour 2018-2019 comprennent la préparation pour l’élection générale de 2019, qui diminuent dans les années suivantes."
492,"program","CEO-BGG04","2018-19","2018-19","PLANNED_EXP,DP_EXP","Les dépenses budgétaires prévues pour 2018-2019 comprennent la préparation pour l’élection générale de 2019, qui diminuent dans les années suivantes."
493,"program","CEO-HGG00","2016-17","2016-17","FTE,DRR_FTE","L’écart est principalement attribuable aux ressources temporaires supplémentaires requises pour clore la 42e élection générale, pour mener des élections partielles et pour soutenir les opérations électorales."
494,"program","CEO-ISC00","2016-17","2016-17","FTE,DRR_FTE","L’écart est principalement attribuable au soutien du renouvellement des biens, à l’établissement de services de la rémunération et au remplacement des consultants en technologies de l’information par des employés nommés pour une période déterminée."
495,"program","CFGB-ATA00","2016-17","2016-17","EXP,DRR_EXP","La différence est principalement liée au fait que le Comité avait prévu de nouveaux membres du Comité qui été censés être nommés par le gouverneur en conseil en 2016-2017.  Ces nominations n’ont pas eu lieu ce qui a diminué les dépenses réelles prévues à ce chapitre."
496,"program","CFGB-ISC00","2016-17","2016-17","FTE,DRR_FTE","À la suite d’une révision de la structure organisationnelle du Comité, certains postes sont passés des services internes au programme d’examen des griefs militaires afin d’assurer une prestation des services encore plus efficace."
497,"program","CFIA-AJY00","2016-17","2016-17","EXP,DRR_EXP","Les dépenses réelles ont été supérieures à celles prévues, principalement en raison des fonds supplémentaires reçus en cours d’exercice pour les paiements législatifs servant à indemniser les Canadiens pour les animaux dont on a ordonné la destruction aux fins de contrôle d’une maladie."
