service_id,year,cra_business_ids_collected,sin_collected,phone_inquiry_count,online_inquiry_count,online_application_count,live_application_count,mail_application_count,other_application_count,comment_en,comment_fr
168,2018,Not Applicable,Not Applicable,536.0,407438.0,,,,2047.0,"Number of Online Applications: N/A - Service unavailable through this channel
Number of In-Person Applications: N/A - Service unavailable through this channel
Number of Applications by Mail: N/A - Service unavailable through this channel","Nombre d'applications en ligne : s.o. - Service indisponible via ce mode de communication
Nombre de demandes en personne : s.o. - Service indisponible via ce mode de communication
Nombre de candidatures par courrier : s.o. - Service indisponible via ce mode de communication"
918,2018,Not Applicable,Not Applicable,,,,,,2131.0,Email,Courriel
1413,2018,Not Applicable,Not Applicable,,,,,,,Not applicable for any channel,Aucune application pour les modes de prestation
165,2018,Not Applicable,Not Applicable,258.0,,8321.0,,,,"Website Visits (Information-Based Services): N/A - Service unavailable through this channel
Number of In-Person Applications: N/A - Service unavailable through this channel
Number of Applications by Mail: Analyzing data capture processes
Number of Applications Through Other Channels (i.e. Email, Fax): Analyzing data capture processes","Nombre de visites sur le site (service axés sur l'information) : s.o. - Service indisponible via ce mode de communication
Nombre de demandes en personne : s.o. - Service indisponible via ce mode de communication
Nombre de candidatures par courrier : L'analyse des processus de capture de données
Nombre de demandes soumises par l'entremise d'un autre mode de prestation (c.-à-d. courriel ou fax) : L'analyse des processus de capture de données"
164,2018,Yes,Not Applicable,176.0,,157.0,,0.0,3.0,"The use of “NA” in the SIN column indicates this service is not provided to an individual.   

The Number of Website Visits was left blank because the service is not an information-based service.

The column for number of applications through in-person is blank because AAFC does not offer an in-person channel.","La mention « S.O. » dans la colonne du NAS indique que le service n’est pas fourni à un particulier.

Le champ Nombre de visites sur le site Web a été laissé en blanc parce qu’il ne s’agit pas d’un service d’information.

La colonne du nombre de demandes présentées en personne est en blanc parce qu’AAC n’offre pas de service en personne."
34,2018,Not Applicable,Not Applicable,,3236.0,34163.0,,,,SSC accepts online requests only.,SPC n’accepte que les demandes présentées en ligne.
934,2018,Not Applicable,Not Applicable,0.0,1400000.0,0.0,0.0,0.0,0.0,Website application allows the public to verify if vehicles and property items have been reported stolen by police.,L'application Web permet au public de vérifier si des véhicules et des biens ont été déclarés volés par la police.
1033,2018,Not Applicable,Not Applicable,,,,,,8.0,This service is not offered online. Applications are submitted via email. Correspondence is then done through email or telephone.,Ce service n'est pas offert en ligne. Les demandes sont soumises par courrier électronique. La correspondance est ensuite effectuée par courrier électronique ou par téléphone.
167,2018,No,No,,,,0.0,0.0,6875.0,"Number of Telephone Enquiries: Analyzing data capture processes
Number of Website Visits (Information-Based Services): N/A - Service unavailable through this channel
Number of Online Applications: N/A - Service unavailable through this channel","Nombre de demandes téléphoniques : L'analyse des processus de capture de données
Nombre de visites sur le site (service axés sur l'information): s.o. - Service indisponible via ce mode de communication
Nombre d'applications en ligne : s.o. - Service indisponible via ce mode de communication"
1531,2018,Not Applicable,No,,,132.0,,,,"This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Telephone inquiries, In-Person Applications, Applications by Mail. The number of Online Applications is the total for both CIRNAC and ISC. Disaggregated data is not available for 2018-19. The number under Online Applications includes only responses to public queries, not other interactions (e.g. likes, shares, etc.). As external platforms, data on website visits is not available.","Ce service n’utilise pas les canaux de prestation de services suivants et, par conséquent, les données relatives à l’utilisation de ces canaux ne sont pas applicables : demandes téléphoniques, demandes en personne, demandes par courrier. Le nombre de demandes en ligne est la somme de celles de RCAANC et de SAC. Les données ventilées ne sont pas disponibles pour 2018-2019. Le nombre de demandes en lignes ne comprend que les réponses aux requêtes publiques, et non les autres interactions (p. ex., les réactions et les partages, entre autres). En tant que plateformes externes, les données sur les visites du site Web ne sont pas disponibles."
882,2018,No,No,,,114.0,0.0,0.0,0.0,We do not track telephone enquiries.,Nous ne comptabilisons pas les demandes reçues par téléphone.
1790,2018,Not Applicable,Not Applicable,296.0,,,,,323.0,"Exact metrics on SLAs for public queries is not readily available at this time, but queries are generally responded to within 3-5 business days.","Les mesures exactes sur les SLA pour les requêtes publiques ne sont pas facilement disponibles pour le moment, mais les requêtes sont généralement répondues dans les 3-5 jours ouvrables."
1034,2018,Not Applicable,Not Applicable,,,,,,2.0,This service is not offered online. Applications are submitted via email. Correspondence is then done through email or telephone.,Ce service n'est pas offert en ligne. Les demandes sont soumises par courrier électronique. La correspondance est ensuite effectuée par courrier électronique ou par téléphone.
1263,2018,Not Applicable,No,,12822.0,,,,,Data is not available for unspecified fields.,Les données ne sont pas disponibles pour les champs non spécifiés.
1153,2018,No,No,12704.0,340776.0,1737.0,0.0,995.0,849.0,Email - There is a process in place to assess the level of satisfaction of people who participate in mediation sessions offered by the Commission as part of its complaint services.  Services standards are in development.,Courrier électronique - Un processus est en place pour évaluer le niveau de satisfaction des personnes qui participent aux séances de médiation offertes par la Commission dans le cadre de ses services de traitement des plaintes.  Les normes de services sont en développement.
919,2018,Not Applicable,Not Applicable,,,,,,946.0,Email,Courriel
1035,2018,Not Applicable,No,0.0,0.0,0.0,0.0,0.0,0.0,,
178,2018,No,Not Applicable,0.0,,5464.0,,,246.0,"Components of this service are available via different channels (including telephone, online, email, and mail.) In-Person Applications are not accepted. We communicate with applicants via telephone and email, but data is not collected on number of contacts via these channels.","Les composantes de ce service sont disponibles par différents modes de prestation (y compris le téléphone, en ligne, par courriel et par la poste). Demandes soumises en personne ne sont pas acceptées. Nous communiquons avec les candidats par téléphone et par courriel, mais nous ne recueillons pas de données sur le nombre des contacts par ces modes de prestation."
