"Deptcode","Vote","Votestattype","DescEn","Descfr","Auth2012","Exp2012","Auth2013","Exp2013","Auth2014","Exp2014","Auth2015","Exp2015","Auth2016","Exp2016"
"SHARE","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",75808691,75808691,84892000.00,84892000.00,83288777,83288777.00,79432995,79432995,71054522,71054522
"SHARE","S",999,"Pensions and other employee benefits - Members of Royal Canadian Mounted Police","Pensions et autres prestations des employés - Membres de la Gendarmerie royale du Canada",4280868,4280868,5671213.00,5671213.00,4375903,4375903.00,3965501,3965501,3794495,3794495
"SHARE","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",519257,519257,0.00,0.00,0,0.00,0,0,0,0
"SHARE","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",2438,0,11379.00,0.00,10762,10762.00,0,0,291,0
"SIRC",1,1,"Operating/Program","Fonctionnement/Programme",2815173,2635875,2713531.00,2496497.00,2727928,2699866.00,2808575,2589682,6641275,4124621
"SIRC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",265398,265398,285877.00,285877.00,280154,280154.00,279774,279774,350147,350147
"SIRC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",147,0,147.00,147.00,19,0.00,19,19,300,0
"SSHRC",1,1,"Operating/Program","Fonctionnement/Programme",26053628,24823822,23526877.00,22537752.91,24605179,23711152.00,24399882,23578208,26479122,24226029
"SSHRC",5,3,"Grants & Contributions","Subventions et Contributions",670768648,668650802,670855922.00,670382869.31,689298073,686413682.00,694097194,693713463,749471430,748676303
"SSHRC","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",195,195,72.00,72.00,0,0.00,0,0,0,0
"SSHRC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",2951085,2951085,2785513.00,2785513.00,2801814,2801814.00,2819917,2819917,2872113,2872113
"SSHRC","S",999,"Spending of Revenues pursuant to subsection 4.2 of the Social Sciences and Humanities Research Council Act","Dépenses des revenus en vertu du paragraphe 4.2 de la Loi sur le Conseil de recherches en sciences humaines",0,0,0.00,0.00,0,0.00,180551,180551,179602,179602
"SSHRC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",19910,6679,13231.00,13231.00,0,0.00,0,0,15529,0
"SWC",1,1,"Operating/Program","Fonctionnement/Programme",10310751,9578742,11625969.00,11063460.00,10018894,9817072.00,10351935,9992018,14248375,13330347
"SWC",5,3,"Grants & Contributions","Subventions et Contributions",19033334,18887046,19033333.00,19033333.00,19033333,19033332.00,19535001,18285000,20630000,20480000
"SWC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",1262398,1262398,1325490.00,1325490.00,1273336,1273336.00,1265383,1265383,1459269,1459269
"SWC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",175,0,2129.00,0.00,2004,2004.00,89,0,89,0
"TBC",1,1,"Operating/Program","Fonctionnement/Programme",255132091,231877492,246327900.00,234224053.00,321758616,295850911.00,303094237,248942508,366807216,290703748
"TBC",5,6,"Treasury Board Central","Crédit du Conseil du Trésor",750000000,0,749998884.00,0.00,750000000,0.00,750000000,0,635642771,0
"TBC",10,6,"Treasury Board Central","Crédit du Conseil du Trésor",2093000,0,2093000.00,0.00,103000,0.00,2090470,0,693000,0
"TBC",15,6,"Treasury Board Central","Crédit du Conseil du Trésor",0,0,0.00,0.00,0,0.00,0,0,0,0
"TBC",20,6,"Treasury Board Central","Crédit du Conseil du Trésor",2277219568,2057349583,2268179661.00,2186132708.00,2506134407,2454311704.00,2719270604,2690624377,2460070604,2406697551
"TBC",25,6,"Treasury Board Central","Crédit du Conseil du Trésor",0,0,173453875.00,0.00,460111826,0.00,451599384,0,504827064,0
"TBC",30,6,"Treasury Board Central","Crédit du Conseil du Trésor",26193198,0,487698916.00,0.00,608191976,0.00,747466679,0,922128220,0
"TBC",33,6,"Treasury Board Central","Crédit du Conseil du Trésor",219655751,0,0.00,0.00,137334311,0.00,108778145,0,73858716,0
"TBC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",29698196,29698196,28996563.00,28996563.00,27397562,27397562.00,26233735,26233735,27019489,27019489
"TBC","S",999,"Employer contributions made under the Public Service Superannuation Act and other retirement acts and the Employment Insurance Act","Contributions aux régimes d'avantages sociaux des employés",443000000,443000000,443000000.00,443000000.00,444043497,444043497.00,1162000000,1162000000,339743644,339743644
"TBC","S",999,"Payments for the Pay Equity Settlement","Paiements au titre de l'entente sur la parité salariale",22180,22180,84322.00,84322.00,0,0.00,2556,2556,-39653,-39653
"TBC","S",999,"Payments under the Public Service Pension Adjustment Act","Versements en vertu de la Loi sur la mise au point des pensions du service public",1046,1046,4603.00,4603.00,5708,5708.00,3238,3238,355,355
"TBC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",77516,77516,78700.00,78700.00,80300,80300.00,82328,82328,83500,83500
"TBC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",25233,0,3100.00,0.00,14852,0.00,46535,0,41394,0
"TC",1,1,"Operating/Program","Fonctionnement/Programme",618805104,525163050,576724886.66,549165563.85,644498058,635279355.00,669280980,650159269,605977945,534936182
"TC",5,2,"Capital","Capital",106272716,58206527,232602648.00,75558929.87,229799910,124091494.00,170865819,119165993,151177633,89538022
"TC",10,3,"Grants & Contributions","Subventions et Contributions",1189132620,545162984,555590850.00,462317216.32,778474908,581861529.00,689731437,525375006,257904429,157175918
"TC",15,3,"Grants & Contributions","Subventions et Contributions",0,0,0.00,0.00,0,0.00,0,0,128658967,122967546
"TC",20,3,"Grants & Contributions","Subventions et Contributions",0,0,0.00,0.00,0,0.00,0,0,50414499,32157368
"TC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",71177863,71177863,70453486.00,70453486.00,71574375,71574375.00,71794449,71794449,63887310,63887310
"TC","S",999,"Northumberland Strait Crossing Subsidy Payment under the Northumberland Strait Crossing Act","Paiement de subvention pour l'ouvrage de franchissement du détroit de Northumberland selon la Loi sur l'ouvrage de franchissement du détroit de Northumberland",60529578,60529578,60830420.00,60830420.00,61732946,61732946.00,62334630,62334630,63588278,63588278
"TC","S",999,"Payments in respect of St. Lawrence Seaway agreements under the Canada Marine Act","Paiements versés conformément aux ententes de la Voie maritime du Saint-Laurent conclues dans le cadre de la Loi maritime du Canada",69879328,69879328,114245765.00,114245765.00,127153916,127153916.00,133369007,133369007,123523640,123523640
"TC","S",999,"Payments to the Canadian National Railway Company in respect of the termination of the collection of tolls on the Victoria Bridge, Montreal and for rehabilitation work on the portion of the bridge","Versements à la Compagnie des chemins de fer nationaux du Canada à l'égard de l'abolition des péages sur le pont Victoria à Montréal, et pour la réfection de la voie de circulation du pont",2279260,2279260,3300000.00,3300000.00,3300000,3300000.00,3300000,3300000,3300000,3300000
"TC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",63,63,15105.00,15105.00,7396,7396.00,7364,7364,1020,1020
"TC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",79516,79516,131748.00,131748.00,80300,80300.00,82328,82328,83500,83500
"TC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",3633839,0,4706943.00,4614601.00,1302845,0.00,3734208,3539016,3209842,0
"TOUR",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État",72032802,71495802,57975770.00,57975770.00,57975770,57975770.00,62975770,62975770,95475770,95475770
"TRC",1,1,"Operating/Program","Fonctionnement/Programme",14896848,11257205,12972461.00,6501066.63,10538831,5788404.83,6451251,5922532,0,0
"TRC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",561110,561110,360329.00,360329.00,206332,206332.00,59401,59401,0,0
"VAC",1,1,"Operating/Program","Fonctionnement/Programme",911939168,865590436,899651451.00,836468983.00,880092932,806206370.00,903625387,864706848,1015905697,959154685
"VAC",5,3,"Grants & Contributions","Subventions et Contributions",2705510200,2578927410,2738741501.00,2635519439.00,2688403902,2533729901.00,2736010000,2693998960,2861462000,2774591177
"VAC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",41436223,41436223,41343461.00,41343461.00,36416679,36416679.00,36138297,36138297,36863419,36863419
"VAC","S",999,"Court Awards","Montants adjugés par une cour",21184,21184,9268.00,9268.00,26000,26000.00,12025,12025,13907,13907
"VAC","S",999,"Losses on Foreign Exchange","Pertes d'opérations de change",1548,1548,0.00,0.00,0,0.00,414,414,5976,5976
"VAC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",144679,144679,138804.00,138804.00,46954,46954.00,24408,24408,35975,35975
"VAC","S",999,"Returned Soldiers Insurance Actuarial Liability Adjustment","Rajustement des engagements actuariels de l'assurance des soldats de retour au pays",1925,1925,1067.00,1067.00,1662,1662.00,775,775,759,759
"VAC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",77516,77516,78700.00,78700.00,79436,79436.00,82328,82328,83500,83500
"VAC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",26920,26920,13167.00,13167.00,18765,18765.00,23213,23213,16945,16945
"VAC","S",999,"Veterans Insurance Actuarial Liability Adjustment","Rajustement des engagements actuariels de l'assurance des anciens combattants",0,0,0.00,0.00,354187,354187.00,46936,46936,42398,42398
"VIA",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État",475651000,419958000,439383000.00,405661000.00,433261756,406210121.00,395067134,365500460,425450000,348387317
"VRAB",1,1,"Operating/Program","Fonctionnement/Programme",10685275,10354058,10693187.00,10022700.00,10129316,10080688.00,9934657,9677602,9924194,9068086
"VRAB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",1609413,1609413,1435388.00,1435388.00,1342611,1342611.00,1324763,1324763,1167203,1167203
"WDBA",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État",0,0,0.00,0.00,8064384,8059104.00,461094912,138500000,569181753,334500000
"WDO",1,1,"Operating/Program","Fonctionnement/Programme",47430024,42550526,42799950.00,40153739.00,39107069,36056455.00,38841639,35329465,36720314,33928250
"WDO",5,3,"Grants & Contributions","Subventions et Contributions",142147747,130983719,147133550.00,143006398.00,122232026,121697675.00,122248119,116332625,163559924,152743516
"WDO","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",0,0,0.00,0.00,3802,3802.00,0,0,0,0
"WDO","S",999,"Community Adjustment Fund","Fonds d'adaptation des collectivités",4500000,4500000,0.00,0.00,0,0.00,0,0,0,0
"WDO","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",5666405,5666405,5166000.00,5166000.00,4241334,4241334.00,4024851,4024851,3809268,3809268
"WDO","S",999,"Salary and Motor Car Allowance","Contributions aux régimes d'avantages sociaux des employés",2000,2000,2000.00,2000.00,2000,2000.00,1522,1189,0,0
"WDO","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",15833,15833,835.00,154.00,1270,1270.00,3244,3244,2240,2240

