"IndicatorID","ResultID","Title_en","DateToBeAcheivedYear","DateToBeAcheivedMonth","ResultExp_en","datatype","MinTarget_num","MaxTarget_num","TargetResult_en","Document","Actual_Datatype","actual_Result_en","status_color","period"
"D074CR3P07O17N37-2017","D074CR3P07O17-2017","Percentage change in social media interactions related to NEB energy system information.",2018,3,"","percent",10.00,"","Increasing trend","dp17","","","",""
"D074CR3P07O17N38-2017","D074CR3P07O17-2017","Increased amount of NEB energy system data and information published each fiscal year conveyed through interactive visualizations.",2018,3,"","text","","","Increased amounts of energy system information conveyed through visualization tools","dp17","","","",""
"D074CR3P08O18N39-2017","D074CR3P08O18-2017","Increased amount of pipeline information posted on the NEB website.",2018,3,"","percent",10.00,"","","dp17","","","",""
"D074CR3P08O18N40-2017","D074CR3P08O18-2017","Percentage of pipeline information users surveyed who agreed that the information is useful and up to date.",2018,3,"","percent",75.00,"","","dp17","","","",""
"D074CR3P08O19N41-2017","D074CR3P08O19-2017","Percentage change over previous years of pipeline information website indicators.",2018,3,"","percent",10.00,"","Increasing trend","dp17","","","",""
"D074CR3P08O19N42-2017","D074CR3P08O19-2017","Percentage change in interactions on social media related to NEB pipeline information.",2018,3,"","percent",10.00,"","Increasing trend","dp17","","","",""
"D074CR3P08O19N43-2017","D074CR3P08O19-2017","Increased amount of NEB energy pipeline data and information published each fiscal year conveyed through interactive tools.",2018,3,"","text","","","Increased amounts of pipeline information conveyed through visualization tools.","dp17","","","",""
"D074CR3R1I01-2017","D074CR3R1-2017","Number of times the energy information is accessed.",2018,3,"","num",750000.00,750000.00,"","dp17","","","",""
"D074CR3R1I02-2017","D074CR3R1-2017","Percentage of surveyed web users who agree that energy information is useful for knowledge, research or decision-making.",2018,3,"75% are satisfied or mostly satisfied","percent",75.00,75.00,"","dp17","","","",""
"D074CR3R2I01-2017","D074CR3R2-2017","Increased information specific to National Energy Board-regulated infrastructure in communities.",2018,3,"Number of  series of data specific to National Energy Board-regulated infrastructure in communities.released in 2017-18","num",5.00,5.00,"","dp17","","","",""
"D074CR3R3I01-2017","D074CR3R3-2017","Number of opportunities that Canadians have to collaborate and provide feedback on energy information products.",2018,3,"","num",42.00,42.00,"","dp17","","","",""
"D074CR4P09O20N44-2017","D074CR4P09O20-2017","Number of engagement activities by region.",2018,3,"","num",300.00,"","","dp17","","","",""
"D074CR4P09O20N45-2017","D074CR4P09O20-2017","Number of meetings by the Land Matters Group Steering Committee.",2018,3,"","num",3.00,"","","dp17","","","",""
"D074CR4P09O20N46-2017","D074CR4P09O20-2017","Percentage of participants in NEB regional engagement activities that indicate that they had the opportunity to adequately share their views and perspectives.",2018,3,"","percent",85.00,"","","dp17","","","",""
"D074CR4P10O21N47-2017","D074CR4P10O21-2017","Milestones are met on the development of an approach for the involvement of Indigenous Peoples in NEB processes, specifically lifecycle oversight.",2018,3,"","text","","","The Indigenous engagement approach developed with and endorsed by Indigenous Peoples.","dp17","","","",""
"D074CR4P10O21N48-2017","D074CR4P10O21-2017","Percentage of Indigenous Peoples participating in NEB engagement activities that indicate that they had the opportunity to adequately share their views and perspectives.",2018,3,"","percent",80.00,"","","dp17","","","",""
"D074CR4R1I01-2017","D074CR4R1-2017","Number of participants in National Energy Board engagement programs.",2018,3,"","num",600.00,600.00,"","dp17","","","",""
"D074CR4R2I01-2017","D074CR4R2-2017","Percentage of surveyed stakeholders who engaged with the National Energy Board who indicate that the engagement was meaningful.",2018,3,"","percent",75.00,75.00,"","dp17","","","",""
"D074CR4R2I02-2017","D074CR4R2-2017","Percentage of surveyed Indigenous Peoples who engaged with the National Energy Board who indicate that the engagement was meaningful.",2018,3,"","percent",75.00,75.00,"","dp17","","","",""
"D075CR1P01O1N1-2017","D075CR1P01O1-2017","% of engagements that result in actions that affect positive change",2018,3,"","percent",50.00,"","","dp17","","","",""
"D075CR1R1I01-2017","D075CR1R1-2017","Maintain A-status accreditation as Canada's national human rights institution",2021,3,"","text","","","A-status maintained","dp17","","","",""
"D075CR1R2I01-2017","D075CR1R2-2017","# of Canadians who have been informed about the CHRA and the EEA",2018,3,"","num",1200000000.00,1200000000.00,"","dp17","","","",""
"D075CR1R3I01-2017","D075CR1R3-2017","# of coalitions/partnerships with National Human Rights Institutions, the Canadian Association of Statutory Human Rights Agencies, government, aboriginal organizations and civil society",2018,3,"","num",3.00,"","","dp17","","","",""
"D075CR1R3I02-2017","D075CR1R3-2017","# of shadow reports, Statement to UN Bodies and mechanisms, foreign delegation visits",2018,3,"","num",2.00,"","","dp17","","","",""
"D075CR1R3I03-2017","D075CR1R3-2017","# of Parliamentary appearances",2018,3,"","num",2.00,"","","dp17","","","",""
"D075CR2P02O2N2-2017","D075CR2P02O2-2017","Ratio of complaints received and complaints brought to an end",2018,3,"","text","","","1:1","dp17","","","",""
"D075CR2R1I01-2017","D075CR2R1-2017","% of complaints concluded by the Commission",2018,3,"","percent",90.00,"","","dp17","","","",""
"D075CR2R2I01-2017","D075CR2R2-2017","Mediation settlement rate",2018,3,"","num",55.00,"","","dp17","","","",""
"D075CR2R3I01-2017","D075CR2R3-2017","# of cases representing public interest before CHRT and the Courts",2018,3,"","num",85.00,"","","dp17","","","",""
"D075CR3P03O3N3-2017","D075CR3P03O3-2017","# of letters of undertakings",2018,3,"","text","","","Establish baseline","dp17","","","",""
"D075CR3R1I01-2017","D075CR3R1-2017","% of employers with more successful results, improving or in compliance when notified of an EE assessment",2018,3,"","percent",80.00,"","","dp17","","","",""
"D075CR3R2I01-2017","D075CR3R2-2017","# of employment barriers identified as a result of an audit",2018,3,"","num",60.00,"","","dp17","","","",""
"D101CR1P01O5N12-2017","D101CR1P01O5-2017","Percentage of safety advisories on which safety actions have been taken - Aviation",2018,3,"","percent",60.00,"","","dp17","","","",""
"D101CR1P01O5N16-2017","D101CR1P01O5-2017","Average time recommendations have been outstanding - Aviation (active and dormant recommendations)",2018,3,"","percent","",7.00,"","dp17","","","",""
"D101CR1P01O5N8-2017","D101CR1P01O5-2017","Percentage of responses to recommendations assessed as Fully Satisfactory - Aviation (since TSB’s creation)",2018,3,"","percent",64.00,"","","dp17","","","",""
"D101CR1P01O9N20-2017","D101CR1P01O9-2017","Average time for completing investigation reports - Aviation",2018,3,"","num","",450.00,"","dp17","","","",""
"D101CR1P01O9N24-2017","D101CR1P01O9-2017","Percentage of investigations completed within the published target time - Aviation",2018,3,"","percent",75.00,"","","dp17","","","",""
"D101CR1P02O10N21-2017","D101CR1P02O10-2017","Average time for completing investigation reports - Marine",2018,3,"","num","",450.00,"","dp17","","","",""
"D101CR1P02O10N25-2017","D101CR1P02O10-2017","Percentage of investigations completed within the published target time - Marine",2018,3,"","percent",75.00,"","","dp17","","","",""
"D101CR1P02O1N1-2017","D101CR1P02O1-2017","Accident rate - Aviation (over 10-year period)",2018,3,"","text","","","Continue downward trend in accident rate","dp17","","","",""
"D101CR1P02O1N5-2017","D101CR1P02O1-2017","Number of fatal accidents - Aviation (over 10-year period)",2018,3,"","text","","","Reduction in number of fatal accidents","dp17","","","",""
"D101CR1P02O2N2-2017","D101CR1P02O2-2017","Accident rate - Marine (over 10-year period)",2018,3,"","text","","","Continue downward trend in accident rate","dp17","","","",""
"D101CR1P02O2N6-2017","D101CR1P02O2-2017","Number of fatal accidents - Marine (over 10-year period)",2018,3,"","text","","","Reduction in number of fatal accidents","dp17","","","",""
"D101CR1P02O6N13-2017","D101CR1P02O6-2017","Percentage of safety advisories on which safety actions have been taken - Marine",2018,3,"","percent",60.00,"","","dp17","","","",""
"D101CR1P02O6N17-2017","D101CR1P02O6-2017","Average time recommendations have been outstanding - Marine (active and dormant recommendations)",2018,3,"","num","",7.00,"","dp17","","","",""
"D101CR1P02O6N9-2017","D101CR1P02O6-2017","Percentage of responses to recommendations assessed as Fully Satisfactory - Marine (since TSB’s creation)",2018,3,"","percent",85.00,"","","dp17","","","",""
"D101CR1P03O11N22-2017","D101CR1P03O11-2017","Average time for completing investigation reports - Rail",2018,3,"","num","",450.00,"","dp17","","","",""
"D101CR1P03O11N26-2017","D101CR1P03O11-2017","Percentage of investigations completed within the published target time - Rail",2018,3,"","percent",75.00,"","","dp17","","","",""
"D101CR1P03O3N3-2017","D101CR1P03O3-2017","Accident rate - Rail (over 10-year period)",2018,3,"","text","","","Continue downward trend in accident rate","dp17","","","",""
"D101CR1P03O3N7-2017","D101CR1P03O3-2017","Number of fatal accidents - Rail (over 10-year period)",2018,3,"","text","","","Reduction in number of fatal accidents","dp17","","","",""
"D101CR1P03O7N10-2017","D101CR1P03O7-2017","Percentage of responses to recommendations assessed as Fully Satisfactory - Rail (since TSB’s creation)",2018,3,"","percent",89.00,"","","dp17","","","",""
"D101CR1P03O7N14-2017","D101CR1P03O7-2017","Percentage of safety advisories on which safety actions have been taken - Rail",2018,3,"","percent",75.00,"","","dp17","","","",""
"D101CR1P03O7N18-2017","D101CR1P03O7-2017","Average time recommendations have been outstanding - Rail (active and dormant recommendations)",2018,3,"","num","",7.00,"","dp17","","","",""
"D101CR1P04O12N23-2017","D101CR1P04O12-2017","Average time for completing investigation reports - Pipeline",2018,3,"","num","",450.00,"","dp17","","","",""
"D101CR1P04O12N27-2017","D101CR1P04O12-2017","Percentage of investigations completed within the published target time - Pipeline",2018,3,"","percent",75.00,"","","dp17","","","",""
"D101CR1P04O4N4-2017","D101CR1P04O4-2017","Accident rate - Pipeline (over 10-year period)",2018,3,"","text","","","Continue downward trend in accident rate","dp17","","","",""
"D101CR1P04O8N11-2017","D101CR1P04O8-2017","Percentage of responses to recommendations assessed as Fully Satisfactory - Pipeline (since TSB’s creation)",2018,3,"","percent",100.00,"","","dp17","","","",""
"D101CR1P04O8N15-2017","D101CR1P04O8-2017","Percentage of safety advisories on which safety actions have been taken - Pipeline",2018,3,"","percent",75.00,"","","dp17","","","",""
"D101CR1P04O8N19-2017","D101CR1P04O8-2017","Average time recommendations have been outstanding - Pipeline (active and dormant recommendations)",2018,3,"","num","",7.00,"","dp17","","","",""
"D101CR1R1I01-2017","D101CR1R1-2017","Accident rate - Aviation (over 10-year period)",2018,3,"Aviation - Reduction in accident rate (downward trend over 10 years)","text","","","Continue downward trend in accident rate","dp17","","","",""
"D101CR1R1I02-2017","D101CR1R1-2017","Accident rate - Marine (over 10-year period)",2018,3,"Marine - Reduction in accident rate (downward trend over 10 years)","text","","","Continue downward trend in accident rate","dp17","","","",""
