"id","dept_code","name_fr","desc_fr","is_active","is_drf","is_internal_service"
"CGC-ISS00","CGC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"CGC-SO052","CGC","Le grain du Canada est salubre, fiable et commercialisable, et les producteurs de grain canadiens sont rémunérés convenablement pour les livraisons de grain aux compagnies céréalières agréées.",,0,0,0
"CGC-SO054","CGC","Services internes",,0,0,1
"CH-BSD00","CH","Créativité, arts et culture","Veiller à ce qu’un large éventail de contenu artistique et culturel canadien soit accessible au pays et à l’étranger. Offrir aux Canadiens des occasions de s’engager et de participer à la vie créative du Canada, en créant un sentiment d’appartenance et d’inclusion. Contribuer au succès des activités qui favorisent la créativité, les possibilités d’innovation, de croissance et d’emploi dans le secteur culturel et pour l’économie créative du Canada. Appuyer les politiques et les mesures législatives et réglementaires; gérer des programmes de financement supportant la création, la formation professionnelle, l’infrastructure culturelle et la diffusion des arts; le développement des affaires et d’initiatives de commercialisation; et l’établissement de partenariats au Canada et à l’étranger.",1,1,0
"CH-BSE00","CH","Patrimoine et célébrations","Donner l’occasion aux Canadiens de participer aux célébrations et aux commémorations d’intérêt national, à des festivals locaux et à des activités liées au patrimoine. Investir dans le développement de matériel didactique et d’activités d’apprentissage qui offrent aux Canadiens la possibilité d’améliorer leur compréhension de l’histoire du Canada. Faciliter l’accès au patrimoine et aider les établissements du patrimoine à préserver et à présenter des collections patrimoniales à tous les Canadiens. Offrir des projets, des programmes et des services, et des subventions, des contributions et d’incitations fiscales; mener des recherches; fournir des informations et des compétences qui font autorité; et appuyer la mise en application d’une législation en matière de patrimoine.",1,1,0
"CH-BSF00","CH","Sport","Favorise et améliore la participation sportive au Canada, depuis l’introduction au sport jusqu’aux plus hauts échelons grâce aux paiements de transfert et au leadership en matière de politiques. Veille à ce que tous les Canadiens aient accès à des programmes sportifs de qualité dans un environnement sécuritaire et accueillant, sans discrimination liée à la race, au sexe ou aux limitations physiques. Favoriser le développement d’athlètes de haut niveau, d’entraîneurs, d’officiels, de dirigeants et d’organisations au sein du système sportif canadien. Aide les collectivités canadiennes à accueillir les Jeux du Canada et des manifestations sportives internationales.",1,1,0
"CH-BSG00","CH","Diversité et inclusion","Vise à célébrer la diversité, l’identité et le patrimoine multiculturels du Canada, favoriser le développement de collectivités résilientes et renforcer les droits des Canadiens, afin d’encourager la diversité et l’inclusion. Appuyer la législation sur le multiculturalisme. Promouvoir et appuyer l’application à l’échelle nationale des traités internationaux relatifs aux droits de l’homme, les droits constitutionnels et quasi constitutionnels au Canada. Travailler en collaboration avec une multitude d’organisations gouvernementales et non gouvernementales à l’appui de l’exécution de programmes et de la prestation de services portant sur la diversité et l’inclusion. Appuyer l’engagement, la participation et l’inclusion des jeunes Canadiens dans leur collectivité et dans le cadre d’activités d’échange. Revitaliser, préserver et promouvoir les langues et les cultures autochtones et célébrer les réalisations et renforcer les communautés autochtones au moyen d’investissements dans diverses initiatives.",1,1,0
"CH-BSH00","CH","Langues officielles","Appuyer la promotion des deux langues officielles dans la société canadienne et le développement des communautés de langue officielle en situation minoritaire en collaborant avec des organismes bénévoles et les gouvernements provinciaux et territoriaux. Favorise une approche concertée pour assurer la participation de l’ensemble des institutions fédérales à la mise en œuvre des engagements de la Loi sur les langues officielles ainsi que la coordination d’initiatives horizontales.",1,1,0
"CH-ISS00","CH","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"CH-SO055","CH","Les expressions artistiques et le contenu culturel canadiens sont créés et accessibles au pays et à l'étranger.",,0,0,0
"CH-SO056","CH","Les Canadiens participent et excellent dans le sport.",,0,0,0
"CH-SO057","CH","Les Canadiens partagent, expriment et apprécient leur identité canadienne.",,0,0,0
"CH-SO058","CH","Services internes",,0,0,1
