id,stable_id,subject_id,name_en,name_fr,doc
PROGRAM-drr18-49,PROGRAM-49,HRSD-BGO09,"Enhanced opportunities and resources for adult Canadians in learning, literacy and essential skills.","Amélioration des possibilités et des ressources pour les adultes canadiens en matière d’apprentissage, d’alphabétisation et de compétences essentielles.",drr18
DR-drr18-50,DR-50,CBSA-BUF00,Travellers and their goods are compliant with applicable legislation,Les voyageurs et leurs marchandises respectent les lois pertinentes,drr18
PROGRAM-drr18-50,PROGRAM-50,HRSD-BGO11,"Students in Post-Secondary Education completing Work-Integrated Learning placements are better prepared to pursue employment opportunities with ""work-ready"" skills sought by employers.",Les étudiants d’un établissement postsecondaire qui terminent un stage d’apprentissage intégré au travail sont mieux préparés à postuler pour des emplois exigeant des compétences générales recherchées par les employeurs.,drr18
DR-drr18-51,DR-51,CBSA-BUF00,Admissible commercial goods and conveyances are processed (including the collection of revenues) in an efficient manner,Les marchandises et moyens de transport commerciaux admissibles (y compris la collecte de revenus) font l’objet d’un traitement efficace,drr18
PROGRAM-drr18-51,PROGRAM-51,HRSD-BGO11,"Increased engagement of employers, including small/medium sized employers, in adopting and implementing Work-Integrated Learning.","Intensification de la mobilisation des employeurs, y compris des employeurs de petite et de moyenne taille en matière d’adoption et de mise en œuvre de l’apprentissage intégré au travail.",drr18
DR-drr18-52,DR-52,CBSA-BUF00,"Trade partners are compliant with applicable legislation, requirements and measures","Les partenaires commerciaux respectent les lois, les exigences et les mesures applicables",drr18
PROGRAM-drr18-52,PROGRAM-52,HRSD-BGO12,Participants access new training equipment and materials that meet the evolving skills requirements and technological developments of the labour market.,Les participants ont accès à de nouveaux équipements et matériels de formation qui répondent aux besoins évolutifs sur le plan des compétences et des technologies sur le marché du travail.,drr18
DR-drr18-53,DR-53,CBSA-BUF00,"Trusted Traveller and Trader programs increase processing efficiency of low-risk, pre-approved travellers and trade partners",Les programmes des voyageurs et des négociants dignes de confiance améliorent l’efficacité du traitement des voyageurs et des partenaires commerciaux à faible risque préapprouvés,drr18
PROGRAM-drr18-53,PROGRAM-53,HRSD-BGO12,Participants access training opportunities that address barriers and challenges to apprenticeship outcomes by testing new and innovative approaches and expanding on best practices.,Les participants ont accès à des occasions de formation qui s’attaquent aux obstacles et aux défis liés aux résultats d’apprentissage en mettant à l’essai des approches nouvelles et novatrices et en élargissant les pratiques exemplaires.,drr18
DR-drr18-54,DR-54,CBSA-BUF00,Travellers and the business community have access to timely redress mechanisms,Les voyageurs et le milieu des affaires ont accès à des mécanismes de recours en temps opportun,drr18
PROGRAM-drr18-54,PROGRAM-54,HRSD-BGO12,Participants have improved skills to succeed in the trades.,Les participants ont des compétences améliorées pour leur permettre de réussir dans leurs métiers.,drr18
DR-drr18-55,DR-55,CBSA-BUG00,Immigration investigations identify persons inadmissible to Canada,Les enquêtes en matière d’immigration identifient les personnes inadmissibles au Canada,drr18
PROGRAM-drr18-55,PROGRAM-55,HRSD-BGO13,"Credible data with regional breakdowns –where possible, research reports, accurate and timely labour market information analysis, forecasting systems, forecasts, labour market information databases, and user friendly intelligence prepared to post on the Job Bank and other we","Des données crédibles ventilées par région – dans la mesure du possible, des rapports de recherche, des analyses précises et opportunes du marché du travail, des systèmes de prévision, des prévisions, des bases de données sur le marché du travail et des renseignements conviviaux prêts à être publiés sur le Guichet emplois ou sur d’autres sites.",drr18
DR-drr18-56,DR-56,CBSA-BUG00,CBSA detention decisions are risk-based and detention is used as a measure of last resort,Les décisions de l’ASFC relatives à la détention sont fondées sur le risque et la détention n’est qu’une mesure de dernier recours,drr18
PROGRAM-drr18-56,PROGRAM-56,HRSD-BGO13,"National, consensually built, industry-driven skills and competency profiles/ standards, sometimes -Essential Skills profiles and assessment tools, and occupational language analyses (where needed). Activities and tools to promote use of National Occupation Standards.",Les profils et les normes de compétence et de connaissances nationaux axés sur un consensus; parfois des profils de compétences essentielles et des outils d’évaluation connexes; et des analyses de la langue professionnelle (au besoin). Activités et outils pour promouvoir l’utilisation des normes professionnelles nationales.,drr18
DR-drr18-57,DR-57,CBSA-BUG00,CBSA admissibility recommendations and appeals are upheld at the Immigration and Refugee Board of Canada,Les recommandations et appels en matière d’admissibilité sont maintenus devant la Commission de l’immigration et du statut de réfugié (CISR),drr18
PROGRAM-drr18-57,PROGRAM-57,HRSD-BGO13,"Nationally accepted certification system/programs; assessment materials, tools, data/reports about uptake and results, adapted National Occupation Standards and/or assessment blueprints.","Système ou programmes de certification acceptés à l’échelle nationale; matériel d’évaluation, outils, données/rapports sur l’adoption et les résultats, normes professionnelles nationales adaptées et (ou) objectifs d’évaluation.",drr18
DR-drr18-58,DR-58,CBSA-BUG00,"Inadmissible persons subject to removal depart from Canada (i.e., escorted, unescorted)",Les personnes inadmissibles au Canada qui sont assujetties à une mesure de renvoi quittent le Canada (avec ou sans escorte),drr18
PROGRAM-drr18-58,PROGRAM-58,HRSD-BGO13,"Nationally accepted accreditation systems/ programs; assessment materials, tools; data/reports about uptake and results; and public registry of accreditations, adapted National Occupation Standards or assessment frameworks.","Système ou programmes de certification acceptés à l’échelle nationale; matériel d’évaluation, outils, données/rapports sur l’adoption et les résultats; et registre public des certifications, normes professionnelles nationales adaptées ou cadres d’évaluation.",drr18
DR-drr18-59,DR-59,CBSA-BUG00,People and businesses that are referred to Crown counsel for prosecution are convicted,Les personnes et entreprises dont le dossier est renvoyé à l’avocat de la Couronne aux fins de poursuites sont déclarées coupables,drr18
PROGRAM-drr18-59,PROGRAM-59,HRSD-BGO13,"Skills Development Capacity: Research reports, curricula developed or changed best practices & lessons learned disseminated.","Capacité d’acquisition des compétences : Diffusion de rapports de recherche, de programmes d’études élaborés, de modifications aux pratiques exemplaires et de leçons apprises.",drr18
DR-drr18-60,DR-60,FORDQ-BLL00,Businesses are innovative and growing in Quebec,Les entreprises du Québec sont innovantes et en croissance,drr18
PROGRAM-drr18-60,PROGRAM-60,HRSD-BGO13,"Creative Labour Market Solutions: innovative solutions/services piloted, best practices & lessons learned disseminated.",Solutions créatives pour le marché du travail : mise à l’essai de solutions ou services novateurs et diffusion des pratiques exemplaires et des leçons apprises.,drr18
DR-drr18-61,DR-61,FORDQ-BLL00,Communities are economically diversified in Quebec,Les collectivités sont économiquement diversifiées au Québec,drr18
PROGRAM-drr18-61,PROGRAM-61,HRSD-BGO14,Employers are provided with timely access to foreign workers when a genuine need exists.,Les employeurs peuvent embaucher rapidement des travailleurs étrangers quand ils en ont véritablement besoin.,drr18
DR-drr18-62,DR-62,FORDQ-BLL00,Businesses invest in the development and commercialization of innovative technologies in Quebec,Les entreprises investissent dans le développement et la commercialisation des technologies innovantes au Québec,drr18
PROGRAM-drr18-62,PROGRAM-62,HRSD-BGO14,Employers comply with the conditions and requirements of the Program.,Les employeurs respectent les conditions et les exigences du programme.,drr18
DR-drr18-63,DR-63,PMPRB-BVM00,Affordable patented drug prices,Les prix des médicaments brevetés sont abordables,drr18
PROGRAM-drr18-63,PROGRAM-63,HRSD-BGO15,"The needs of foreign workers, employers and other stakeholders are met.","Les besoins des travailleurs étrangers, des employeurs et des autres parties prenantes sont rencontrés.",drr18
DR-drr18-64,DR-64,CTAIB-BWA00,Transportation system is safer,Le réseau de transport est plus sécuritaire,drr18
PROGRAM-drr18-64,PROGRAM-64,HRSD-BGO15,Internationally Trained Individuals have their credentials assessed and recognized and have access to Foreign Credential Recognition Services.,Les individus formés à l’étranger ont l’opportunité d’avoir une évaluation et une reconnaissance de leurs titres de compétences et ils ont accès aux services de reconnaissance des titres de compétences étrangers.,drr18
DR-drr18-65,DR-65,CTAIB-BWA00,Regulators and the transportation industry respond to identified safety deficiencies,Les organismes de réglementation et l'industrie du  transport répondent aux lacunes cernées en matière de sécurité,drr18
PROGRAM-drr18-65,PROGRAM-65,HRSD-BGO15,Participating Internationally Trained Individuals have better employment outcomes.,Les participants formés à l’étranger ont de meilleures perspectives d’emplois.,drr18
DR-drr18-66,DR-66,CTAIB-BWA00,Occurrence investigations are efficient,Les enquêtes d'événements sont efficaces,drr18
