dept_submissions__document__year,dept_id,dept__name_en,dept__name_fr,dept__tbs_dept_code,eternal_id,name_en,name_fr,description_en,description_fr,first_active_year,last_active_year,collects_fees,last_gender_analysis,account_reg_digital_status,authentication_status,application_digital_status,decision_digital_status,issuance_digital_status,issue_res_digital_status,digital_enablement_comment_en,digital_enablement_comment_fr,last_accessibility_review,last_improve_from_feedback,scope_name_en,scope_name_fr,scope_code,service_type_name_en,service_type_name_fr,service_type_code,designations_name_en,designations_name_fr,designations_code,target_groups_id,target_groups_name_en,target_groups_name_fr,programs_activity_code,feedback_channels_name_en,feedback_channels_name_fr,feedback_channels_code,digital_identity_platforms_name_en,digital_identity_platforms_name_fr,digital_identity_platforms_code,accessibility_assessors_name_en,accessibility_assessors_name_fr,accessibility_assessors_code,recipient_type_name_en,recipient_type_name_fr,recipient_type_code
2018,26,Canada Border Services Agency,Agence des services frontaliers du Canada,CBSA,674,Immigration Secondary (Temporary Resident Program)- Work Permit,Immigration secondaire (Programme des résidents temporaires) Permis de travail,The Temporary Resident- Work Permit processing (intake) and/or issuance at Canadian POEs.,Traitement (admission) ou délivrance des permis de travail - résidents temporaires dans les points d’entrée canadiens.,2018,,FALSE,,NA,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,"In 2018-2019, Work Permit processing was conducted in-person only.","En 2018-2019, le traitement des demandes de permis de travail a été effectué en personne seulement.",,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings","Accords, autorisations, inspections, décisions",reg,Essential Service,Service essentiel,essential,TGC006,Persons,Étiquettes associées aux personnes,BUF04,Email<>Online,Par courriel<>En ligne,email<>online,,,,,,,,,
2019,26,Canada Border Services Agency,Agence des services frontaliers du Canada,CBSA,674,Immigration Secondary (Temporary Resident Program)- Work Permit,Immigration secondaire (Programme des résidents temporaires) Permis de travail,The Temporary Resident- Work Permit processing (intake) and/or issuance at Canadian POEs.,Traitement (admission) ou délivrance des permis de travail - résidents temporaires dans les points d’entrée canadiens.,2018,,TRUE,,NA,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,Section 11 of the Customs Act requires persons entering Canada to present themselves to a CBSA officer.  No online services available.,L'article 11 de la Loi sur les douanes oblige les personnes entrant au Canada à se présenter à un agent de l'ASFC.  Aucun service en ligne disponible.,,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings","Accords, autorisations, inspections, décisions",reg,Essential Service,Service essentiel,essential,TGC006,Persons,Étiquettes associées aux personnes,BUF04,Email<>Online,Par courriel<>En ligne,email<>online,,,,,,,,,
2018,26,Canada Border Services Agency,Agence des services frontaliers du Canada,CBSA,675,Immigration Secondary (Temporary Resident Program)- Study Permit,Immigration secondaire (Programme des résidents temporaires) Permis d'études,The Temporary Resident- Study Permit applications processing(intake) and/or issuance at Canadian POEs.,Traitement (admission) ou délivrance des permis pour études  - résidents temporaires dans les points d’entrée canadiens.,2018,,TRUE,,NA,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,"In 2018-2019, Study Permit processing was conducted in-person only.","En 2018-2019, le traitement des demandes de permis d'études a été effectué en personne seulement.",,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings","Accords, autorisations, inspections, décisions",reg,Essential Service,Service essentiel,essential,TGC006,Persons,Étiquettes associées aux personnes,BUF04,Email<>Online,Par courriel<>En ligne,email<>online,,,,,,,,,
2019,26,Canada Border Services Agency,Agence des services frontaliers du Canada,CBSA,675,Immigration Secondary (Temporary Resident Program)- Study Permit,Immigration secondaire (Programme des résidents temporaires) Permis d'études,The Temporary Resident- Study Permit applications processing(intake) and/or issuance at Canadian POEs.,Traitement (admission) ou délivrance des permis pour études  - résidents temporaires dans les points d’entrée canadiens.,2018,,TRUE,,NA,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,Section 11 of the Customs Act requires persons entering Canada to present themselves to a CBSA officer.  No online services available.,L'article 11 de la Loi sur les douanes oblige les personnes entrant au Canada à se présenter à un agent de l'ASFC.  Aucun service en ligne disponible.,,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings","Accords, autorisations, inspections, décisions",reg,Essential Service,Service essentiel,essential,TGC006,Persons,Étiquettes associées aux personnes,BUF04,Email<>Online<>In-Person,Par courriel<>En ligne<>En personne,email<>online<>person,,,,,,,,,
2018,26,Canada Border Services Agency,Agence des services frontaliers du Canada,CBSA,676,Immigration Secondary -(Temporary Resident Program) Temporary Resident Permit,Immigration secondaire (Programme des résidents temporaires) Visa de résident temporaire,Issuance of Temporary Resident Permits for inadmissible persons.,Délivrance de permis de séjour temporaire aux personnes interdites de territoire.,2018,,TRUE,,NA,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,"In 2018-2019, Temporary Resident Permit processing was conducted in-person only.","En 2018-2019, le traitement des demandes de visa de résident temporaire a été effectué en personne seulement.",,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings","Accords, autorisations, inspections, décisions",reg,Essential Service,Service essentiel,essential,TGC006,Persons,Étiquettes associées aux personnes,BUF04,Email,Par courriel,email,,,,,,,,,
2019,26,Canada Border Services Agency,Agence des services frontaliers du Canada,CBSA,676,Immigration Secondary -(Temporary Resident Program) Temporary Resident Permit,Immigration secondaire (Programme des résidents temporaires) Visa de résident temporaire,Issuance of Temporary Resident Permits for inadmissible persons.,Délivrance de permis de séjour temporaire aux personnes interdites de territoire.,2018,,TRUE,,NA,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,Section 11 of the Customs Act requires persons entering Canada to present themselves to a CBSA officer.  No online services available.,L'article 11 de la Loi sur les douanes oblige les personnes entrant au Canada à se présenter à un agent de l'ASFC.  Aucun service en ligne disponible.,,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings","Accords, autorisations, inspections, décisions",reg,Essential Service,Service essentiel,essential,TGC006,Persons,Étiquettes associées aux personnes,BUF04,Email<>Online<>In-Person,Par courriel<>En ligne<>En personne,email<>online<>person,,,,,,,,,
2018,26,Canada Border Services Agency,Agence des services frontaliers du Canada,CBSA,677,Immigration Secondary - Criminal Rehabilitation,Immigration secondaire - Réhabilitation criminelle,Application for rehabilitation for persons who are inadmissible to Canada.,Demande de réhabilitation pour les personnes qui sont interdites de territoire au Canada.,2018,,TRUE,,NA,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,Service is not available online.,Le service n'est pas disponible en ligne.,,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings","Accords, autorisations, inspections, décisions",reg,Essential Service,Service essentiel,essential,TGC006,Persons,Étiquettes associées aux personnes,BUF04,Email<>Online,Par courriel<>En ligne,email<>online,,,,,,,,,
2019,26,Canada Border Services Agency,Agence des services frontaliers du Canada,CBSA,677,Immigration Secondary - Criminal Rehabilitation,Immigration secondaire - Réhabilitation criminelle,Application for rehabilitation for persons who are inadmissible to Canada.,Demande de réhabilitation pour les personnes qui sont interdites de territoire au Canada.,2018,,TRUE,,NA,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,Service is not available online.,Le service n'est pas disponible en ligne.,,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings","Accords, autorisations, inspections, décisions",reg,Essential Service,Service essentiel,essential,TGC006,Persons,Étiquettes associées aux personnes,BUF04,Email<>Online<>In-Person,Par courriel<>En ligne<>En personne,email<>online<>person,,,,,,,,,
2018,26,Canada Border Services Agency,Agence des services frontaliers du Canada,CBSA,678,Refugee Claims,Réclamations des réfugiés,Processing of Refugee Claims at Canadian POEs or CBSA inland offices.,Traitement des demandes d'asile dans les points d'entrée canadiens ou dans les bureaux intérieurs de l'ASFC.,2018,,TRUE,,NA,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,"In 2018-2019, Refugee Claims processing was conducted in-person only.","En 2018-2019, le traitement des demandes de statut de réfugié a été effectué en personne seulement.",,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings","Accords, autorisations, inspections, décisions",reg,Essential Service,Service essentiel,essential,TGC006,Persons,Étiquettes associées aux personnes,BUF04,Email<>Online,Par courriel<>En ligne,email<>online,,,,,,,,,
2019,26,Canada Border Services Agency,Agence des services frontaliers du Canada,CBSA,678,Refugee Claims,Réclamations des réfugiés,Processing of Refugee Claims at Canadian POEs or CBSA inland offices.,Traitement des demandes d'asile dans les points d'entrée canadiens ou dans les bureaux intérieurs de l'ASFC.,2018,,FALSE,,NA,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,Section 11 of the Customs Act requires persons entering Canada to present themselves to a CBSA officer.  No online services available.,L'article 11 de la Loi sur les douanes oblige les personnes entrant au Canada à se présenter à un agent de l'ASFC.  Aucun service en ligne disponible.,,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings","Accords, autorisations, inspections, décisions",reg,Essential Service,Service essentiel,essential,TGC006,Persons,Étiquettes associées aux personnes,BUF04,Email<>Online,Par courriel<>En ligne,email<>online,,,,,,,,,
2018,26,Canada Border Services Agency,Agence des services frontaliers du Canada,CBSA,679,Border Information Service (BIS),Service d'information sur la frontière (SIF),"A single window contact centre providing external clients, both in the travellers and commercial streams, an interactive voice response (IVR), person to person response, or an online e-mail response, regarding general enquiries on services, programs and initiatives offered by the CBSA.","Centre de contact du Guichet unique offrant aux clients internes et externes, dans les filières du trafic voyageurs et du secteur commercial, une réponse vocale interactive ou une réponse téléphonique aux demandes de renseignements généraux sur les services mis à leur disposition par l’ASFC.",2018,,FALSE,,NA,NA,NA,NA,NA,NA,Clients make requests for information by telephone or email.,Les clients demandent des informations par téléphone ou par courriel.,,,External Service,Service externe,external,Information,Informations,adv,Priority Service,Service prioritaire,priority,TGC006,Persons,Étiquettes associées aux personnes,BUF04,Online,En ligne,online,,,,,,,,,
