"ID","SubjectClass","subjectID","fyear1","fyear2","keys","footnote_en"
465,"program","CTA-ISC00","2017-18","2017-18","PLANNED_EXP,DP_EXP","The planned spending for fiscal year 2017-18 reflect Finance Canada's approval of reverse re-profiling against the Agency's reference levels for future years, which will be used to pay for costs related to implementation of the Government of Canada Workplace 2.0 Fit-up Standards"
466,"program","EA-AJG00","2016-17","2016-17","EXP,DRR_EXP","The variance (-6.4%) is attributable to unspent funds for the International Civil Aviation Organization headquarters in Montreal, as well as unspent funds on assessed contributions to international organizations."
467,"program","EA-AJK00","2017-18","2017-18","PLANNED_EXP,DP_EXP","Planned spending from 2017-18 to 2018-19 decreased by $77.7 million. The variance (-11 percent) is principally due to the Operating and Capital Budget carry forward from 2016-17 to be received in 2017-18 only ($57.1 million). The decrease is also attributable to a reduction in funding for security at missions abroad ($10.3 million) and to sunsetting funding, such as the relocation to the chancery for the combined missions to the European Union and to Belgium, Brussels ($8.5 million).

Planned spending from 2018-19 to 2019-20 decreased by $19.0 million. The variance (-3 percent) is primarily attributable to sunsetting funding to address crises in Iraq and Syria and the impacts on the region ($12.9 million) and the reduced funding for the security at missions abroad ($5.5 million)."
468,"program","EA-AJK00","2016-17","2016-17","EXP,DRR_EXP","The variance (-8.2%) is the result of unspent funds related security investments at missions, the Paris and New-York chanceries relocation project, the consolidation of the High Commission of Canada in the United Kingdom, as well as delays in the development of other major projects."
469,"program","EA-AJL00","2016-17","2016-17","EXP,DRR_EXP","The variance (-9.3%) is attributable to the expenditures transfer to another department (IRCC) of costs related to passport processing triggered by the increase in volumes, as well as delays in planned staffing."
470,"program","EA-AJP00","2016-17","2016-17","EXP,DRR_EXP","The variance (+2.4%) is attributable to additional funding received through Supplementary Estimates for PSOPs in Budget 2016."
471,"program","EA-AJQ00","2016-17","2016-17","EXP,DRR_EXP","The variance (-3.2%) is explained by unspent funds related to the Canadian International Innovation and the Global Commerce Support programs."
472,"program","EA-AJR00","2017-18","2017-18","PLANNED_EXP,DP_EXP","Planned spending from 2017-18 to 2018-19 decreased by $15.6 million. The variance (-7 percent) is principally due to the decrease in funding related to payments, in respect of pension, insurance and social security programs or other arrangements for employees locally engaged outside of Canada; funding is subject for renewal."
473,"program","EA-AJR00","2016-17","2016-17","EXP,DRR_EXP","The variance (+12.5%) is attributable to funding received through Supplementary Estimates to cover foreign inflation on allowances provided to Canadians working at missions abroad, as well as funding received for the locally engaged staff pensions, insurance and social security programs."
474,"program","EA-AJR00","2016-17","2016-17","FTE,DRR_FTE","The variance is attributable to delays in planned spending."
475,"program","EA-DAN00","2017-18","2017-18","PLANNED_EXP,DP_EXP","Planned spending from 2017-18 to 2018-19 decreased by $132.2 million. The variance (-28 percent) is primarily attributable to sunsetting funding, such as the Global Partnership Program for the destruction, disposal and securing of weapons and materials of mass destruction and related expertise ($73.1 million), Canada’s Migrant Smuggling Prevention Strategy ($6.0 million), as well as the reduced funding related to the Peace and Stabilization Operations Program ($55.0 million).

Planned spending from 2018-19 to 2019-20 decreased by $182.4 million. The variance (-53 percent) is principally due to sunsetting funding, such as the Peace and Stabilization Operations Program ($154.7 million), the Counter-Terrorism Capacity Building Program in the Sahel region of Africa ($9.9 million), and funding to address crises in Iraq and Syria and the impacts on the region ($17.6 million)."
476,"program","EA-DAN00","2016-17","2016-17","EXP,DRR_EXP","The variance (+95.6%) is the result of funding received through Supplementary Estimates for PSOPs, as well as funding received to provide humanitarian assistance to address the needs of people affected by ongoing conflicts, such as in South Sudan, Syria and Iraq."
477,"program","EA-DAP00","2017-18","2017-18","PLANNED_EXP,DP_EXP","Planned spending from 2017-18 to 2018-19 increased by $322.1 million. The variance (+14 percent) is primarily attributable to the funding for the Green Climate Fund ($132.0 million) and Maternal, Newborn and Child Health ($108.0 million), as well as an increase in funding to help developing countries address the impact of climate change ($39.7 million).

Planned spending from 2018-19 to 2019-20 decreased by $228.7 million. The variance (-9 percent) is primarily attributable to sunsetting funding, such as the Green Climate Fund ($132.0 million) and funding to address crises in Iraq and Syria and the impacts on the region ($34.8 million), as well as the reduced funding to help developing countries address the impact of climate change ($61.0 million)."
478,"program","EA-DAP00","2016-17","2016-17","EXP,DRR_EXP","The variance (+9.4%) is related to funding received through Supplementary Estimates to support developing countries address the impact of climate change, funding received to forgive debts relating to a loan made to the Republic of Cuba, as well as funding received to provide humanitarian assistance to address the needs of people affected by ongoing conflicts, such as in South Sudan, Syria and Iraq."
479,"program","EA-DAQ00","2017-18","2017-18","PLANNED_EXP,DP_EXP","Planned spending from 2017-18 to 2018-19 decreased by $87.3 million. The variance (-12 percent) is principally due to sunsetting funding, such as the Food Assistance Convention ($70.0 million).

Planned spending from 2018-19 to 2019-20 decreased by $165.6 million. The variance (-26 percent) is attributable to sunsetting funding to address crises in Iraq and Syria and the impacts on the region ($165.6 million)."
480,"program","EA-DAQ00","2016-17","2016-17","EXP,DRR_EXP","The variance (+51.6%) is attributable to funding received through Supplementary Estimates to provide humanitarian assistance for people affected by El Niño, conflicts (South Sudan, Syria and Iraq) and other humanitarian crises."
