Year,Department or agency,Age band,Number of employees
2010,National Research Council Canada,30-34,495
2010,National Research Council Canada,35-39,573
2010,National Research Council Canada,40-44,661
2010,National Research Council Canada,45-49,814
2010,National Research Council Canada,50-54,723
2010,National Research Council Canada,55-59,471
2010,National Research Council Canada,60-64,224
2010,National Research Council Canada,65+,113
2010,National Research Council Canada Total,Total,4502
2010,National Round Table on the Environment and the Economy,25-29,*
2010,National Round Table on the Environment and the Economy,30-34,*
2010,National Round Table on the Environment and the Economy,35-39,6
2010,National Round Table on the Environment and the Economy,40-44,*
2010,National Round Table on the Environment and the Economy,45-49,6
2010,National Round Table on the Environment and the Economy,50-54,*
2010,National Round Table on the Environment and the Economy,55-59,*
2010,National Round Table on the Environment and the Economy,60-64,*
2010,National Round Table on the Environment and the Economy Total,Total,29
2010,Natural Resources Canada,<20,26
2010,Natural Resources Canada,20-24,233
2010,Natural Resources Canada,25-29,406
2010,Natural Resources Canada,30-34,473
2010,Natural Resources Canada,35-39,556
2010,Natural Resources Canada,40-44,561
2010,Natural Resources Canada,45-49,786
2010,Natural Resources Canada,50-54,890
2010,Natural Resources Canada,55-59,641
2010,Natural Resources Canada,60-64,265
2010,Natural Resources Canada,65+,114
2010,Natural Resources Canada Total,Total,4951
2010,Natural Sciences and Engineering Research Canada,<20,*
2010,Natural Sciences and Engineering Research Canada,20-24,20
2010,Natural Sciences and Engineering Research Canada,25-29,36
2010,Natural Sciences and Engineering Research Canada,30-34,57
2010,Natural Sciences and Engineering Research Canada,35-39,66
2010,Natural Sciences and Engineering Research Canada,40-44,58
2010,Natural Sciences and Engineering Research Canada,45-49,74
2010,Natural Sciences and Engineering Research Canada,50-54,51
2010,Natural Sciences and Engineering Research Canada,55-59,22
2010,Natural Sciences and Engineering Research Canada,60-64,14
2010,Natural Sciences and Engineering Research Canada,65+,*
2010,Natural Sciences and Engineering Research Canada Total,Total,402
2010,Office of the Auditor General of Canada,20-24,53
2010,Office of the Auditor General of Canada,25-29,85
2010,Office of the Auditor General of Canada,30-34,99
2010,Office of the Auditor General of Canada,35-39,73
2010,Office of the Auditor General of Canada,40-44,92
2010,Office of the Auditor General of Canada,45-49,76
2010,Office of the Auditor General of Canada,50-54,105
2010,Office of the Auditor General of Canada,55-59,57
2010,Office of the Auditor General of Canada,60-64,*
2010,Office of the Auditor General of Canada,65+,*
2010,Office of the Auditor General of Canada Total,Total,652
2010,Office of the Commissioner for Federal Judicial Affairs Canada,20-24,*
2010,Office of the Commissioner for Federal Judicial Affairs Canada,25-29,8
2010,Office of the Commissioner for Federal Judicial Affairs Canada,30-34,13
2010,Office of the Commissioner for Federal Judicial Affairs Canada,35-39,*
2010,Office of the Commissioner for Federal Judicial Affairs Canada,40-44,14
2010,Office of the Commissioner for Federal Judicial Affairs Canada,45-49,9
2010,Office of the Commissioner for Federal Judicial Affairs Canada,50-54,10
2010,Office of the Commissioner for Federal Judicial Affairs Canada,55-59,9
2010,Office of the Commissioner for Federal Judicial Affairs Canada,60-64,*
2010,Office of the Commissioner for Federal Judicial Affairs Canada,65+,*
2010,Office of the Commissioner for Federal Judicial Affairs Canada Total,Total,73
2010,Office of the Commissioner of Lobbying of Canada,20-24,*
2010,Office of the Commissioner of Lobbying of Canada,25-29,*
2010,Office of the Commissioner of Lobbying of Canada,30-34,*
2010,Office of the Commissioner of Lobbying of Canada,35-39,*
2010,Office of the Commissioner of Lobbying of Canada,40-44,*
2010,Office of the Commissioner of Lobbying of Canada,45-49,*
2010,Office of the Commissioner of Lobbying of Canada,50-54,7
2010,Office of the Commissioner of Lobbying of Canada,55-59,*
2010,Office of the Commissioner of Lobbying of Canada Total,Total,26
2010,Office of the Commissioner of Official Languages,20-24,9
2010,Office of the Commissioner of Official Languages,25-29,19
2010,Office of the Commissioner of Official Languages,30-34,24
2010,Office of the Commissioner of Official Languages,35-39,24
2010,Office of the Commissioner of Official Languages,40-44,21
2010,Office of the Commissioner of Official Languages,45-49,22
2010,Office of the Commissioner of Official Languages,50-54,25
2010,Office of the Commissioner of Official Languages,55-59,21
2010,Office of the Commissioner of Official Languages,60-64,*
2010,Office of the Commissioner of Official Languages,65+,*
2010,Office of the Commissioner of Official Languages Total,Total,174
2010,Office of the Governor General's Secretary,20-24,*
2010,Office of the Governor General's Secretary,25-29,16
2010,Office of the Governor General's Secretary,30-34,18
2010,Office of the Governor General's Secretary,35-39,24
2010,Office of the Governor General's Secretary,40-44,19
2010,Office of the Governor General's Secretary,45-49,27
2010,Office of the Governor General's Secretary,50-54,36
2010,Office of the Governor General's Secretary,55-59,15
2010,Office of the Governor General's Secretary,60-64,8
2010,Office of the Governor General's Secretary,65+,*
2010,Office of the Governor General's Secretary Total,Total,171
2010,Office of the Public Sector Integrity Commissioner of Canada,25-29,*
2010,Office of the Public Sector Integrity Commissioner of Canada,30-34,*
2010,Office of the Public Sector Integrity Commissioner of Canada,35-39,*
2010,Office of the Public Sector Integrity Commissioner of Canada,40-44,*
2010,Office of the Public Sector Integrity Commissioner of Canada,45-49,*
2010,Office of the Public Sector Integrity Commissioner of Canada,50-54,*
2010,Office of the Public Sector Integrity Commissioner of Canada,55-59,7
2010,Office of the Public Sector Integrity Commissioner of Canada,65+,*
2010,Office of the Public Sector Integrity Commissioner of Canada Total,Total,23
2010,Office of the Superintendent of Financial Institutions Canada,<20,*
2010,Office of the Superintendent of Financial Institutions Canada,20-24,11
2010,Office of the Superintendent of Financial Institutions Canada,25-29,42
2010,Office of the Superintendent of Financial Institutions Canada,30-34,59
2010,Office of the Superintendent of Financial Institutions Canada,35-39,74
2010,Office of the Superintendent of Financial Institutions Canada,40-44,93
2010,Office of the Superintendent of Financial Institutions Canada,45-49,78
2010,Office of the Superintendent of Financial Institutions Canada,50-54,92
2010,Office of the Superintendent of Financial Institutions Canada,55-59,57
2010,Office of the Superintendent of Financial Institutions Canada,60-64,31
2010,Office of the Superintendent of Financial Institutions Canada,65+,*
2010,Office of the Superintendent of Financial Institutions Canada Total,Total,542
2010,Offices of the Information and Privacy Commissioners of Canada,20-24,17
2010,Offices of the Information and Privacy Commissioners of Canada,25-29,28
2010,Offices of the Information and Privacy Commissioners of Canada,30-34,26
2010,Offices of the Information and Privacy Commissioners of Canada,35-39,34
2010,Offices of the Information and Privacy Commissioners of Canada,40-44,33
2010,Offices of the Information and Privacy Commissioners of Canada,45-49,38
2010,Offices of the Information and Privacy Commissioners of Canada,50-54,41
2010,Offices of the Information and Privacy Commissioners of Canada,55-59,25
2010,Offices of the Information and Privacy Commissioners of Canada,60-64,11
2010,Offices of the Information and Privacy Commissioners of Canada Total,Total,253
2010,Parks Canada,<20,7
2010,Parks Canada,20-24,125
2010,Parks Canada,25-29,273
2010,Parks Canada,30-34,408
2010,Parks Canada,35-39,516
2010,Parks Canada,40-44,499
2010,Parks Canada,45-49,685
2010,Parks Canada,50-54,812
2010,Parks Canada,55-59,539
2010,Parks Canada,60-64,160
2010,Parks Canada,65+,29
2010,Parks Canada Total,Total,4053
2010,Parole Board of Canada,<20,*
2010,Parole Board of Canada,20-24,10
2010,Parole Board of Canada,25-29,35
2010,Parole Board of Canada,30-34,32
2010,Parole Board of Canada,35-39,45
2010,Parole Board of Canada,40-44,60
2010,Parole Board of Canada,45-49,59
2010,Parole Board of Canada,50-54,63
2010,Parole Board of Canada,55-59,63
2010,Parole Board of Canada,60-64,38
2010,Parole Board of Canada,65+,*
2010,Parole Board of Canada Total,Total,408
2010,Passport Canada,<20,10
2010,Passport Canada,20-24,201
2010,Passport Canada,25-29,456
2010,Passport Canada,30-34,561
2010,Passport Canada,35-39,403
2010,Passport Canada,40-44,327
2010,Passport Canada,45-49,315
2010,Passport Canada,50-54,240
2010,Passport Canada,55-59,134
2010,Passport Canada,60-64,33
2010,Passport Canada,65+,9
2010,Passport Canada Total,Total,2689
2010,Patented Medicine Prices Review Board Canada,20-24,*
2010,Patented Medicine Prices Review Board Canada,25-29,8
2010,Patented Medicine Prices Review Board Canada,30-34,13
2010,Patented Medicine Prices Review Board Canada,35-39,*
2010,Patented Medicine Prices Review Board Canada,40-44,*
2010,Patented Medicine Prices Review Board Canada,45-49,8
2010,Patented Medicine Prices Review Board Canada,50-54,12
2010,Patented Medicine Prices Review Board Canada,55-59,6
2010,Patented Medicine Prices Review Board Canada,60-64,*
2010,Patented Medicine Prices Review Board Canada,65+,*
2010,Patented Medicine Prices Review Board Canada Total,Total,59
2010,Privy Council Office,<20,*
2010,Privy Council Office,20-24,61
2010,Privy Council Office,25-29,95
2010,Privy Council Office,30-34,127
2010,Privy Council Office,35-39,121
2010,Privy Council Office,40-44,131
2010,Privy Council Office,45-49,146
2010,Privy Council Office,50-54,112
2010,Privy Council Office,55-59,67
2010,Privy Council Office,60-64,33
2010,Privy Council Office,65+,*
2010,Privy Council Office Total,Total,905
2010,Public Health Agency of Canada,<20,9
2010,Public Health Agency of Canada,20-24,166
2010,Public Health Agency of Canada,25-29,368
2010,Public Health Agency of Canada,30-34,418
2010,Public Health Agency of Canada,35-39,401
2010,Public Health Agency of Canada,40-44,394
2010,Public Health Agency of Canada,45-49,367
2010,Public Health Agency of Canada,50-54,330
2010,Public Health Agency of Canada,55-59,220
2010,Public Health Agency of Canada,60-64,103
2010,Public Health Agency of Canada,65+,24
2010,Public Health Agency of Canada Total,Total,2800
2010,Public Prosecution Service of Canada,20-24,17
2010,Public Prosecution Service of Canada,25-29,66
2010,Public Prosecution Service of Canada,30-34,132
2010,Public Prosecution Service of Canada,35-39,142
2010,Public Prosecution Service of Canada,40-44,162
2010,Public Prosecution Service of Canada,45-49,131
2010,Public Prosecution Service of Canada,50-54,107
2010,Public Prosecution Service of Canada,55-59,75
2010,Public Prosecution Service of Canada,60-64,16
2010,Public Prosecution Service of Canada,65+,9
2010,Public Prosecution Service of Canada Total,Total,857
2010,Public Safety Canada,<20,*
2010,Public Safety Canada,20-24,90
2010,Public Safety Canada,25-29,159
2010,Public Safety Canada,30-34,170
2010,Public Safety Canada,35-39,171
2010,Public Safety Canada,40-44,150
2010,Public Safety Canada,45-49,123
2010,Public Safety Canada,50-54,138
2010,Public Safety Canada,55-59,88
2010,Public Safety Canada,60-64,28
2010,Public Safety Canada,65+,*
2010,Public Safety Canada Total,Total,1127
2010,Public Servants Disclosure Protection Tribunal Canada,40-44,*
2010,Public Servants Disclosure Protection Tribunal Canada,45-49,*
2010,Public Servants Disclosure Protection Tribunal Canada,50-54,*
2010,Public Servants Disclosure Protection Tribunal Canada,55-59,*
2010,Public Servants Disclosure Protection Tribunal Canada Total,Total,6
2010,Public Service Commission of Canada,<20,*
2010,Public Service Commission of Canada,20-24,42
2010,Public Service Commission of Canada,25-29,107
2010,Public Service Commission of Canada,30-34,131
2010,Public Service Commission of Canada,35-39,128
2010,Public Service Commission of Canada,40-44,123
2010,Public Service Commission of Canada,45-49,155
2010,Public Service Commission of Canada,50-54,176
2010,Public Service Commission of Canada,55-59,130
2010,Public Service Commission of Canada,60-64,43
2010,Public Service Commission of Canada,65+,*
2010,Public Service Commission of Canada Total,Total,1047
2010,Public Service Labour Relations Board,<20,*
2010,Public Service Labour Relations Board,20-24,7
2010,Public Service Labour Relations Board,25-29,11
2010,Public Service Labour Relations Board,30-34,13
2010,Public Service Labour Relations Board,35-39,7
2010,Public Service Labour Relations Board,40-44,6
2010,Public Service Labour Relations Board,45-49,15
2010,Public Service Labour Relations Board,50-54,15
2010,Public Service Labour Relations Board,55-59,9
2010,Public Service Labour Relations Board,60-64,*
2010,Public Service Labour Relations Board,65+,*
2010,Public Service Labour Relations Board Total,Total,89
2010,Public Service Staffing Tribunal,25-29,*
2010,Public Service Staffing Tribunal,30-34,*
2010,Public Service Staffing Tribunal,35-39,*
2010,Public Service Staffing Tribunal,40-44,8
2010,Public Service Staffing Tribunal,45-49,*
2010,Public Service Staffing Tribunal,50-54,7
2010,Public Service Staffing Tribunal,55-59,12
2010,Public Service Staffing Tribunal Total,Total,37
2010,Public Services and Procurement Canada,<20,36
2010,Public Services and Procurement Canada,20-24,626
2010,Public Services and Procurement Canada,25-29,1112
2010,Public Services and Procurement Canada,30-34,1406
2010,Public Services and Procurement Canada,35-39,1433
2010,Public Services and Procurement Canada,40-44,1673
2010,Public Services and Procurement Canada,45-49,2169
2010,Public Services and Procurement Canada,50-54,2698
2010,Public Services and Procurement Canada,55-59,1696
