fiscal_yr,service_id,service_name_en,service_name_fr,service_description_en,service_description_fr,service_type,service_recipient_type,service_scope,client_target_groups,program_id,program_name_en,program_name_fr,client_feedback_channel,automated_decision_system,automated_decision_system_description_en,automated_decision_system_description_fr,service_fee,os_account_registration,os_authentication,os_application,os_decision,os_issuance,os_issue_resolution_feedback,os_comments_client_interaction_en,os_comments_client_interaction_fr,last_service_review,last_service_improvement,sin_usage,cra_bn_identifier_usage,num_phone_enquiries,num_applications_by_phone,num_website_visits,num_applications_online,num_applications_in_person,num_applications_by_mail,num_applications_by_email,num_applications_by_fax,num_applications_by_other,num_applications_total,special_remarks_en,special_remarks_fr,service_uri_en,service_uri_fr,owner_org,owner_org_title
2023-2024,SRV03441,Active Transportation Fund (ATF),Le Fonds pour le transport actif (FTA),"The first-ever Active Transportation Fund will provide $400 million over five years to support a modal shift away from cars and toward active transportation, in support of Canada's National Active Transportation Strategy. The Active Transportation Fund will invest in projects that build new and expanded networks of pathways, bike lanes, trails and pedestrian bridges, in addition to supporting active transportation planning and stakeholder engagement activities.","Le tout premier Fonds pour le transport actif fournira 400 millions de dollars sur cinq ans pour soutenir un transfert modal de la voiture vers le transport actif, à l'appui de la Stratégie nationale pour le transport actif du Canada. Le Fonds pour les transports actifs investira dans des projets de construction et d'extension de réseaux de sentiers, de pistes cyclables, de sentiers et de passerelles pour piétons, en plus de soutenir la planification des transports actifs et les activités d'engagement des parties prenantes.",RES,CLIENT,EXTERN,"NGO,PTC",BYB01,'Allocation-based and Direct Funding Stewardship',"""Gérance du financement fondé sur l'allocation et du financement direct""",EML,N,,,N,Y,Y,Y,N,N,N,No system currently supporting service standards,Aucun système ne prend actuellement en charge les normes de service,,2023-2024,NA,NA,ND,NA,ND,37,ND,ND,ND,ND,NA,37,,,,,infc,Infrastructure Canada | Infrastructure Canada
2023-2024,2377,Green and Inclusive Community Buildings (GICB),Bâtiments communautaires verts et inclusifs (BCVI),"The Green and Inclusive Community Buildings Program supports retrofits, repairs or upgrades of existing publicly-accessible community buildings and the construction of new publicly-accessible community buildings in underserved and high-needs communities across Canada.","Le programme Bâtiments communautaires verts et inclusifs soutient la rénovation, la réparation ou la modernisation de bâtiments communautaires existants accessibles au public et la construction de nouveaux bâtiments communautaires accessibles au public dans les communautés mal desservies et ayant des besoins importants dans tout le Canada.",RES,SOCIETY,EXTERN,"NGO,PTC",BYB01,'Allocation-based and Direct Funding Stewardship',"""Gérance du financement fondé sur l'allocation et du financement direct""",EML,N,,,N,N,N,Y,N,N,N,No system currently supporting service standards,Aucun système ne prend actuellement en charge les normes de service,2022-2023,2022-2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,infc,Infrastructure Canada | Infrastructure Canada
2023-2024,SRV03436,National Infrastructure Component (NIC),Volet Infrastructures nationales (VIN),"The $4-billion National Infrastructure Component (NIC) supports projects of national significance, that have broad public benefits, and that contribute to Canada's long-term economic growth and prosperity. The NIC is a merit-based application-driven program, and as such there are no pre-determined provincial or territorial allocations.","Le volet Infrastructures nationales (VIN), dotée de 4 milliards de dollars, soutient des projets d'importance nationale, qui ont des retombées publiques importantes et qui contribuent à la croissance économique et à la prospérité à long terme du Canada. La NIC est un programme fondé sur le mérite et axé sur les demandes ; il n'y a donc pas d'allocations provinciales ou territoriales prédéterminées.",RES,CLIENT,EXTERN,PTC,BYB01,'Allocation-based and Direct Funding Stewardship',"""Gérance du financement fondé sur l'allocation et du financement direct""",NON,N,,,N,NA,NA,NA,NA,NA,NA,No Comment,Pas de commentaire,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,infc,Infrastructure Canada | Infrastructure Canada
2023-2024,2376,Natural Infrastructure Fund (NIF),Fonds pour les infrastructures naturelles (FIN),"Announced in June 2021, the $200 million Natural Infrastructure Fund supports projects that use natural or hybrid approaches to protect the natural environment, support healthy and resilient communities, and contribute to economic growth and jobs.","Annoncé en juin 2021, le Fonds pour les infrastructures naturelles, doté de 200 millions de dollars, soutient des projets qui utilisent des approches naturelles ou hybrides pour protéger l'environnement naturel, soutenir des communautés saines et résilientes et contribuer à la croissance économique et à l'emploi.",RES,CLIENT,EXTERN,"NGO,PTC",BYB01,'Allocation-based and Direct Funding Stewardship',"""Gérance du financement fondé sur l'allocation et du financement direct""","EML,TEL",N,,,N,Y,N,Y,Y,N,N,No system currently supporting service standards,Aucun système ne prend actuellement en charge les normes de service,,2022-2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,infc,Infrastructure Canada | Infrastructure Canada
2023-2024,SRV03442,National and Regional Projects (NRP),Projets nationaux et régionaux (PNR),"This program provides $9 billion in funding to support infrastructure projects of national and regional significance that contribute to economic growth, a clean environment and stronger communities. The PTIC–NRP is an allocation–based program that recognizes and supports the important role that provinces, territories, and municipalities play in helping to build Canada's public infrastructure.","Ce programme prévoit un financement de 9 milliards de dollars pour soutenir des projets d'infrastructure d'importance nationale et régionale qui contribuent à la croissance économique, à la salubrité de l'environnement et au renforcement des collectivités. Le VIPT-PNR est un programme basé sur des allocations qui reconnaît et soutient le rôle important que jouent les provinces, les territoires et les municipalités dans la construction de l'infrastructure publique du Canada.",RES,CLIENT,EXTERN,PTC,BYB01,'Allocation-based and Direct Funding Stewardship',"""Gérance du financement fondé sur l'allocation et du financement direct""",NON,N,,,N,NA,NA,NA,NA,NA,NA,No system currently supporting service standards,Aucun système ne prend actuellement en charge les normes de service,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,infc,Infrastructure Canada | Infrastructure Canada
2023-2024,SRV03443,Public Transit Infrastructure Fund (PTIF),Le Fonds pour l'infrastructure de transport en commun (FITC),"The Public Transit Infrastructure Fund (PTIF) will provide short-term funding of $3.4 billion to help accelerate municipal investments to support the rehabilitation of transit systems, new capital projects, and planning and studies for future transit expansion to foster long-term transit plans.","Le Fonds pour les infrastructures de transport en commun (FITC) fournira un financement à court terme de 3,4 milliards de dollars pour aider à accélérer les investissements municipaux afin de soutenir la réhabilitation des systèmes de transport public, les nouveaux projets d'investissement, ainsi que la planification et les études pour l'expansion future du transport public afin de favoriser les plans de transport public à long terme.",RES,CLIENT,EXTERN,PTC,BYB01,'Allocation-based and Direct Funding Stewardship',"""Gérance du financement fondé sur l'allocation et du financement direct""",NON,N,,,N,NA,NA,NA,NA,NA,NA,No system currently supporting service standards,Aucun système ne prend actuellement en charge les normes de service,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,infc,Infrastructure Canada | Infrastructure Canada
2023-2024,SRV03444,Rural Transit Solutions Fund (RTSF),Fonds pour les solutions de transport en commun en milieu rural (FSTCMR),"The Rural Transit Solutions Fund is the first federal fund to target the development of transit solutions in rural and remote communities. Launched in 2021, the Fund provides $250 million in federal funding over 5 years to support the development of locally-driven transit solutions that will help people living in rural communities get to work, school, appointments, and to visit loved ones.","Le Fonds pour des solutions de transport en commun en milieu rural est le premier fonds fédéral à cibler le développement de solutions de transport en commun dans les communautés rurales et éloignées. Lancé en 2021, le Fonds prévoit un financement fédéral de 250 millions de dollars sur cinq ans pour soutenir le développement de solutions de transport en commun locales qui aideront les habitants des communautés rurales à se rendre au travail, à l'école, à leurs rendez-vous et à rendre visite à leurs proches.",RES,CLIENT,EXTERN,"NGO,PTC",BYB01,'Allocation-based and Direct Funding Stewardship',"""Gérance du financement fondé sur l'allocation et du financement direct""",EML,N,,,N,Y,Y,Y,N,N,N,No system currently supporting service standards,Aucun système ne prend actuellement en charge les normes de service,,2022-2023,NA,NA,83,0,ND,150,0,0,6,0,0,156,,,,,infc,Infrastructure Canada | Infrastructure Canada
2023-2024,SRV03445,Small Communities Fund (SCF),Fonds des petites collectivités (FPC),"The Small Communities Fund (SCF) provides $1 billion to build projects that deliver on local needs in municipalities with fewer than 100,000 residents. SCF infrastructure projects across 13 project categories, including critical infrastructure (e.g. drinking water) and infrastructure that promotes economic growth (e.g. broadband).","Le Fonds des petites collectivités (FPC) fournit 1 milliard de dollars pour construire des projets qui répondent aux besoins locaux dans les municipalités de moins de 100 000 habitants. Les projets d'infrastructure du SCF couvrent 13 catégories de projets, dont les infrastructures essentielles (par exemple, l'eau potable) et les infrastructures qui favorisent la croissance économique (par exemple, le haut débit).",RES,CLIENT,EXTERN,PTC,BYB01,'Allocation-based and Direct Funding Stewardship',"""Gérance du financement fondé sur l'allocation et du financement direct""",NON,N,,,N,NA,NA,NA,NA,NA,NA,No system currently supporting service standards,Aucun système ne prend actuellement en charge les normes de service,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,,,infc,Infrastructure Canada | Infrastructure Canada
2023-2024,SRV03446,Zero Emissions Transit Fund (ZETF),Fonds pour le transport en commun à zéro émission (FTCZE),"Through the Zero Emission Transit Fund, the Government of Canada is supporting public transit and school bus operators plan for electrification, support the purchase of 5,000 zero emission buses  and build supporting infrastructure, including charging infrastructure and facility upgrades.","Par le biais du Fonds pour le transports en commun à zéro émission, le gouvernement du Canada aide les opérateurs de transports en commun et de bus scolaires à planifier l'électrification, à soutenir l'achat de 5 000 bus à zéro émission et à construire l'infrastructure nécessaire, y compris l'infrastructure de recharge et la modernisation des installations.",RES,CLIENT,EXTERN,"NGO,PTC",BYB01,'Allocation-based and Direct Funding Stewardship',"""Gérance du financement fondé sur l'allocation et du financement direct""",EML,N,,,N,Y,Y,Y,N,N,N,No system currently supporting service standards,Aucun système ne prend actuellement en charge les normes de service,,2023-2024,NA,NA,ND,0,ND,0,0,0,52,0,NA,52,,,,,infc,Infrastructure Canada | Infrastructure Canada
2023-2024,SRV03452,Reaching Home (RH),Directives de Vers un chez-soi (DVC),"Canada's Homelessness Strategy is a community-based program aimed at preventing and reducing homelessness across Canada. This program provides funding to urban, Indigenous, rural and remote communities to help them address their local homelessness needs. Reaching Home supports the goals of the National Housing Strategy, in particular, to support the most vulnerable Canadians in maintaining safe, stable and affordable housing and to reduce chronic homelessness nationally by 50% by fiscal year 2027-2028.","La stratégie canadienne de lutte contre l'itinérance est un programme communautaire visant à prévenir et à réduire l'itinérance au Canada. Ce programme fournit des fonds aux communautés urbaines, autochtones, rurales et éloignées pour les aider à répondre à leurs besoins locaux en matière d'itinérance. Le programme Reaching Home soutient les objectifs de la stratégie nationale du logement, en particulier celui d'aider les Canadiens les plus vulnérables à conserver un logement sûr, stable et abordable et celui de réduire de 50 % le nombre de sans-abri chroniques à l'échelle nationale d'ici l'exercice financier 2027-2028.",RES,CLIENT,EXTERN,NGO,BYB04,'Homelessness Funding Oversight',"""Surveillance du financement en matière d'itinérance""",EML,N,,,N,Y,Y,Y,N,Y,Y,No Comment,Pas de commentaire,2020-2021,2020-2021,NA,NA,ND,0,106954,16,ND,0,2,0,0,18,,,,,infc,Infrastructure Canada | Infrastructure Canada
