"org_id","dept_code","PAS","abbr_en","legal_title_en","applied_title_en","old_applied_title_en","description_en","ministry","institutional_form","incorp_yr","end_yr","status","dp_status","enabling_instrument_en","FAA_schedule_institutional","FAA_schedule_HR_status","federal_ownership_en","auditor_en","notes_en","dept_website_en","eval_url_en","article1_fr","article2_fr","other_lang_abbr","other_lang_legal_title","other_lang_applied_title"
57,,,,"Canadian Coast Guard","Canadian Coast Guard",,"The Canadian Coast Guard’s mandate is stated in the Oceans Act and the Canada Shipping Act, 2001. The Oceans Act gives the Minister of Fisheries and Oceans responsibility for providing: aids to navigation; marine communications and traffic management services; icebreaking and ice-management services; channel maintenance; marine search and rescue; marine pollution response; and support for other government departments, boards and agencies by providing ships, aircraft and other services. The Canada Shipping Act gives the Minister powers, responsibilities and obligations concerning: aids to navigation; search and rescue; pollution response; and vessel traffic services.",12,"spec_op_agency",1962,,"a",0,"Oceans Act, S.C. 1996, c.31 (section 41); Canada Shipping Act, 2001, S.C. 2001, c.26 (section 129) Treasury Board Decision No. 831932, April 1, 2005",,,,,,"https://www.ccg-gcc.gc.ca/index-eng.html",,"la","de la",,"Garde côtière canadienne","Garde côtière canadienne"
58,"CCC","CCC","CCC","Canadian Commercial Corporation","Canadian Commercial Corporation",,"To assist in the development of trade between Canada and other nations and to assist persons in Canada to obtain goods and commodities from outside Canada and to dispose of goods and commodities that are available for export from Canada.",22,"crown_corp",1946,,"a",0,"Canadian Commercial Corporation Act, R.S.C. 1985, c. C-14","III",,,"Auditor General of Canada",,"www.ccc.ca",,"la","de la","CCC","Corporation commerciale canadienne","Corporation commerciale canadienne"
59,,,,"Canadian Conservation Institute","Canadian Conservation Institute",,"The Canadian Conservation Institute is a special operating agency within the Department of Canadian Heritage. CCI advances and promotes the conservation of Canada’s heritage collections through its expertise in conservation science, treatment and preventive conservation. CCI works with heritage institutions and professionals to ensure these heritage collections are preserved and accessible to Canadians now and in the future.",5,"spec_op_agency",1972,,"a",0,"Treasury Board Decision No. 819299, November 19, 1992",,,,,,"https://www.canada.ca/en/conservation-institute.html","https://www.canada.ca/en/canadian-heritage/corporate/publications/evaluations/canadian-conservation-institute.html","l'","de l'",,"Institut canadien de conservation","Institut canadien de conservation"
60,,,,"Canadian Cultural Property Export Review Board",,,"The Canadian Cultural Property Export Review Board is an independent administrative tribunal that reports to the Minister of Canadian Heritage. As outlined in the Cultural Property Export and Import Act, the Review Board is responsible for:  Certifying cultural property for income tax purposes; Reviewing export permit applications that have been refused; and Determining fair cash offers to purchase cultural property for refused export permits.",,"dept_agency",1977,2013,"t",0,"Cultural Property Export and Import Act, R.S.C. 1985, c. C-51",,,,,,,,,,,"Commission canadienne d'examen des exportations de biens culturels",
61,"CDC","CDC","CDC","Canadian Dairy Commission","Canadian Dairy Commission",,"To provide efficient producers of milk and cream with the opportunity of obtaining a fair return for their labour and investment and to provide consumers of dairy products with a continuous and adequate supply of dairy products of high quality.",17,"crown_corp",1966,,"a",0,"Canadian Dairy Commission Act, R.S.C. 1985, c. C-15","III","IV",,"Auditor General of Canada",,"www.cdc-ccl.gc.ca",,"la","de la","CCL","Commission canadienne du lait","Commission canadienne du lait"
62,,,,"Canadian Energy Research Institute",,,"To undertake independent, high-quality economic research on energy and related environmental issues and policies to assist Canadian business and government organizations.",10,"shared_gov_corp",1975,2020,"d",0,"Canada Corporations Act, R.S.C. 1970, c. C-32 Societies Act, R.S.A. 2000, c. S-14",,,"2/9 board members","Buchanan Barry LLP",,"www.ceri.ca",,,,,"Canadian Energy Research Institute",
63,"CEAA","IAA","IAAC","Impact Assessment Agency of Canada","Impact Assessment Agency of Canada",,"The Impact Assessment Agency of Canada is a federal body accountable to the Minister of Environment and Climate Change. The Agency delivers high-quality impact assessments that contribute to informed decision making on major projects in support of sustainable development.",23,"dept_agency",2019,,"a",1,"Impact Assessment Act (S.C. 2019, c. 28, s. 1)","I.1","IV",,,"On August 28, 2019, the Impact Assessment Act came into force. The Impact Assessment Act creates the new Impact Assessment Agency of Canada and repeals the Canadian Environmental Assessment Act, 2012. The Canadian Environmental Assessment Agency is continued as the Impact Assessment Agency of Canada.","https://www.canada.ca/en/impact-assessment-agency.html",,"l'","de l'","AEIC","Agence canadienne d’évaluation d’impact","Agence d'évaluation d'impact du Canada"
65,"CFIA","ICA","CFIA","Canadian Food Inspection Agency","Canadian Food Inspection Agency",,"The Minister of Health is responsible for this organization.    The Canadian Food Inspection Agency (CFIA) is one of Canada's largest  science-based regulatory agency, with employees working across Canada,  in the National Capital Region (NCR) and in four operational areas (Atlantic, Quebec, Ontario and Western).    The CFIA is dedicated to safeguarding food, animal and plant health,  which enhances the health and well-being of Canada's people, environment, and economy.    The CFIA develops and delivers inspection and other services to:    prevent and manage food safety risks;   protect plant resources from pests, diseases and invasive species;   prevent and manage animal and zoonotic diseases;   contribute to consumer protection; and,   contribute to market access for Canada's food, plants, and animals.     The CFIA bases its activities on science, effective management of risk,  commitment to service and efficiency, and collaboration with domestic and international organizations that share its objectives.",9,"serv_agency",1997,,"a",1,"Canadian Food Inspection Agency Act, S.C. 1997, c. 6","II","V",,,,"www.inspection.gc.ca",,"l'","de l'","ACIA","Agence canadienne d’inspection des aliments","Agence canadienne d'inspection des aliments"
67,,,,"Canadian Forces Housing Agency",,,"To manage Crown-controlled residential accommodation for DND, to ensure assets are maintained to a suitable standard and to develop and implement plans to meet the future residential needs of members of the Canadian Armed Forces.",3,"spec_op_agency",1995,,"a",0,"Treasury Board Decision No. 821509, April 1, 1994",,,,,,"www.canada.ca/en/government/publicservice/benefitsmilitary/military-housing.html",,,,,"Agence de logement des Forces canadiennes",
68,,,,"Canadian Foundation for Climate and Atmospheric Sciences",,,"To fund research that improves the scientific understanding of climate, extreme weather, air quality, and marine environment prediction; that provides relevant science to policy makers; that improves understanding of the ways in which these challenges affect human health and the natural environment; and that strengthens Canada’s scientific capacity.",,"shared_gov_corp",2000,2013,"d",0,"Canada Corporations Act, R.S.C. 1970, c. C-32",,,,,,,,,,,"Fondation canadienne pour les sciences du climat et de l’atmosphère",
69,"CGC","CGC","CGC","Canadian Grain Commission",,,"The Canadian Grain Commission (CGC) is a federal government department  that administers the provisions of the  _Canada Grain Act_  (CGA).  The CGC's mandate as set out in the CGA is to, in the interests of the  grain producers, establish and maintain standards of quality for  Canadian grain and regulate grain handling in Canada, to ensure a  dependable commodity for domestic and export markets. CGC's vision is  “To be a world class science-based quality assurance provider”. The  Minister of Agriculture and Agri-Food is responsible for the CGC.",17,"dept_agency",1912,,"a",1,"Canada Grain Act, R.S.C. 1985, c. G-10","I.1","IV",,,,"www.grainscanada.gc.ca",,"La","de la","CCG","Commission canadienne des grains",
70,,,,"Canadian Heritage Information Network",,,"The Canadian Heritage Information Network (CHIN) is a special operating agency of the Department of Canadian Heritage. CHIN assists Canadian museums in documenting, managing, and sharing information about their collections, to ensure that this information is accessible now and in the future.   CHIN has three core areas of activity: creating and maintaining an online point of entry to Canadian collections; carrying out research and development on collections documentation tools and standards; and providing guidance and training to cultural institutions on managing collections information.",5,"spec_op_agency",1972,,"a",0,"Treasury Board Decision No. 818537, July 16, 1992",,,,,,"https://www.canada.ca/en/heritage-information-network.html","https://www.canada.ca/content/dam/pch/documents/corporate/publications/evaluations/chin_jan-eng.pdf",,,,"Réseau canadien d'information sur le patrimoine",
71,"CHRC","HRC","CHRC","Canadian Human Rights Commission",,,"The Canadian Human Rights Commission was established in 1977 under Schedule I.1 of the Financial Administration Act in accordance with the Canadian Human Rights Act (CHRA). The Commission leads the administration of the CHRA and works with employers to ensure compliance with the Employment Equity Act (EEA). The CHRA prohibits discrimination and the EEA promotes equality in the workplace. Under the leadership of the Pay Equity Commissioner and the Accessibility Commissioner, the Commission is also responsible for the administration and enforcement of the Pay Equity Act (PEA) and the Accessible Canada Act (ACA).  These laws apply the principles of equal opportunity and non-discrimination to federal government departments and agencies, Crown corporations, and federally-regulated private sector organizations. Finally, the Commission provides the Federal Housing Advocate with administrative services and facilities to support their duties and functions.",20,"dept_agency",1977,,"a",1,"Canadian Human Rights Act (R.S.C., 1985, c. H-6), Employment Equity Act (S.C. 1995, c. 44), Pay Equity Act (S.C. 2018, c. 27, s. 416), Accessible Canada Act (S.C. 2019, c. 10) and National Housing Strategy Act (S.C. 2019, c. 29, s. 313).","I.1","IV",,,,"www.chrc-ccdp.gc.ca",,"La","de la","CCDP","Commission canadienne des droits de la personne",
72,"CHRT",,"HRTC","Canadian Human Rights Tribunal",,,"To provide Canadians with an improved quality of life and an assurance of equal access to the opportunities that exist in Canadian society through the fair-minded and equitable interpretation and enforcement of the Canadian Human Rights Act and the Employment Equity Act.",,"dept_agency",1977,2014,"t",0,"Canadian Human Rights Act, R.S.C. 1985, c. H-6",,,,,"Pursuant to the Administrative Tribunals Support Service of Canada Act, the Canadian Human Rights Tribunal was amalgamated to the Administrative Tribunals Support Service of Canada, effective November 1, 2014.",,,"Le","du","TDPC","Tribunal canadien des droits de la personne",
