year,standard,standard_comment_en,standard_comment_fr,lower,upper,met_count,count,is_target_met
2021,1117,"The OSB's Licence Administration Application (OLAA), a web-based portal, was implemented in 2017-18. Applications for annual trustee licence renewal are submitted exclusively via OLAA.","Un portail pour l’administration des licences de syndic dans Internet, l'Application pour l’administration des licences du BSF (AALB), a été mis en oeuvre en 2017–2018. Les demandes de renouvellement annuel de licence de syndic ne sont acceptées que si elles sont soumises par l'intermédiaire de l'AALB.",100.0,100,1197,1197,1
2022,1118,,,80.0,100,1780603,2225754,0
2020,1118,,,80.0,100,1271983,2051586,0
2018,1118,,,80.0,100,2,36,0
2021,1118,Difficult to staff the call centre between June and November due to the tight labour market post Covid,Difficulté à garder le staff du centre d'appels entre Juin et Novembre à cause du marché de l'emploi très difficile apres la Covid,80.0,100,1595170,2098908,0
2022,1119,"The OSB's License Administration Application (OLAA), a web-based portal, was implemented in 2017-18. Applications for trustee licenses are submitted exclusively via OLAA.","L’Application pour l’administration des licences du BSF (AALB), un portail Web, a été mis en place pendant l’exercice financier 2017–2018. Les demandes de licences ne sont acceptées que si elles sont soumises par l’intermédiaire de l’AALB.",100.0,100,38,38,1
2020,1119,"The OSB's Licence Administration Application (OLAA), a web-based portal, was implemented in 2017-18. Applications for trustee licences are submitted exclusively via OLAA.","L’Application pour l’administration des licences du BSF (AALB), un portail Web, a été mis en place pendant l’exercice financier 2017–2018. Les demandes de licences ne sont acceptées que si elles sont soumises par l’intermédiaire de l’AALB.",100.0,100,38,38,1
2021,1119,"The OSB's Licence Administration Application (OLAA), a web-based portal, was implemented in 2017-18. Applications for trustee licences are submitted exclusively via OLAA.","L’Application pour l’administration des licences du BSF (AALB), un portail Web, a été mis en place pendant l’exercice financier 2017–2018. Les demandes de licences ne sont acceptées que si elles sont soumises par l’intermédiaire de l’AALB.",100.0,100,38,38,1
2018,1120,,,80.0,100,312,312,1
2022,1121,Reports are generated automatically within the requested timeliness. https://ised-isde.canada.ca/site/corporations-canada/en/data-services/service-commitments,Les rapports sont générés automatiquement dans les délais demandés. https://ised-isde.canada.ca/site/corporations-canada/fr/services-donnees/engagements-service,100.0,100,273070,273070,1
2020,1121,,,90.0,100,268357,268357,1
2021,1121,,,90.0,100,14830,65063,0
2022,1124,,,90.0,100,755946,786901,1
2020,1124,"Keeping in line with the input on Departmental Report on Results, in a normal year we would provide this input however given the pandemic passport issuing in FY 20-21 was only done on exceptional basis therefore we will leave this as NA.","Toujours en lien avec le RRM, au cours d’une année normale nous fournirions ces données, mais compte tenu que la délivrance de passeport en période de pandémie au cours de l’exercice 2020-2021 n’a été fait que sur une base exceptionnelle, nous laisserons donc cela comme NA.",90.0,100,0,0,0
2021,1124,,,90.0,100,227359,247448,1
2022,1125,"With the easing of restrictions post-pandemic and the resumption of travel in the spring, ESDC/Service Canada experienced a surge in demand for passports. The post-pandemic surge resulted in lineups and longer wait times for service. In addition, there was a loss of efficiency due to a shift to mail-in applications and public health capacity restrictions. The high application volume, combined with the health and safety measures in place, led to a build-up of inventory of applications that exceeded ESDC/Service Canada’s capacity to process within service standards. A significant segment of all applications received were for new passports, as opposed to renewals. These are more complex and take longer to process than simple renewals.","Avec le relâchement des restrictions post-pandémie et la reprise des voyages au printemps, EDSC/Service Canada a connu une forte augmentation de la demande de passeports. La hausse post-pandémie a entraîné des files d'attente et des temps d'attente plus longs pour le service. De plus, il y a eu une perte d'efficacité en raison du passage aux demandes par la poste et des restrictions de capacité liées à la santé publique. Le volume élevé de demandes, combiné aux mesures de santé et de sécurité en place, a entraîné une accumulation d'inventaire d'applications dépassant la capacité d’EDSC/Service Canada à traiter dans les normes de service. Une part significative de toutes les demandes reçues était pour de nouveaux passeports, par opposition aux renouvellements. Ces demandes sont plus complexes et prennent plus de temps à traiter que les renouvellements simples.",90.0,100,340908,661662,0
2020,1125,"Keeping in line with the input on Departmental Report on Results, in a normal year we would provide this input however given the pandemic passport issuing in FY 20-21 was only done on exceptional basis therefore we will leave this as NA.","Toujours en lien avec le RRM, au cours d’une année normale nous fournirions ces données, mais compte tenu que la délivrance de passeport en période de pandémie au cours de l’exercice 2020-2021 n’a été fait que sur une base exceptionnelle, nous laisserons donc cela comme NA.",90.0,100,0,0,0
2021,1125,,,90.0,100,442705,576340,0
2022,1126,"With the easing of restrictions post-pandemic and the resumption of travel in the spring, ESDC/Service Canada experienced a surge in demand for passports. The post-pandemic surge resulted in lineups and longer wait times for service. In addition, there was a loss of efficiency due to a shift to mail-in applications and public health capacity restrictions. The high application volume, combined with the health and safety measures in place, led to a build-up of inventory of applications that exceeded ESDC/Service Canada’s capacity to process within service standards. A significant segment of all applications received were for new passports, as opposed to renewals. These are more complex and take longer to process than simple renewals.","Avec le relâchement des restrictions post-pandémie et la reprise des voyages au printemps, EDSC/Service Canada a connu une forte augmentation de la demande de passeports. La hausse post-pandémie a entraîné des files d'attente et des temps d'attente plus longs pour le service. De plus, il y a eu une perte d'efficacité en raison du passage aux demandes par la poste et des restrictions de capacité liées à la santé publique. Le volume élevé de demandes, combiné aux mesures de santé et de sécurité en place, a entraîné une accumulation d'inventaire d'applications dépassant la capacité d’EDSC/Service Canada à traiter dans les normes de service. Une part significative de toutes les demandes reçues était pour de nouveaux passeports, par opposition aux renouvellements. Ces demandes sont plus complexes et prennent plus de temps à traiter que les renouvellements simples.",90.0,100,747276,1137352,0
2020,1126,"Keeping in line with the input on Departmental Report on Results, in a normal year we would provide this input however given the pandemic passport issuing in FY 20-21 was only done on exceptional basis therefore we will leave this as NA.","Toujours en lien avec le RRM, au cours d’une année normale nous fournirions ces données, mais compte tenu que la délivrance de passeport en période de pandémie au cours de l’exercice 2020-2021 n’a été fait que sur une base exceptionnelle, nous laisserons donc cela comme NA.",90.0,100,0,0,0
2018,1126,,,80.0,100,43,58,0
2021,1126,,,90.0,100,85700,168295,0
2018,1127,,,80.0,100,6,9,0
2020,1129,Unspecified,Non spécifié,80.0,100,411,433,1
2022,1130,,,80.0,100,0,209799,0
2020,1130,"Available reports did not contain the total number of calls that satisfied the service standard, only the total number of calls and the percentage that met the service standard. The total displayed in the service standard (Annual Business Volume Satisfying Standard) has been calculated using the total annual business volume and the percentage that met the service standard.","Les rapports disponibles ne contiennent pas le nombre total d'appels qui satisfont à la norme de service, seulement le nombre total d'appels et le pourcentage d'appels qui satisfont à la norme de service. Le total indiqué dans la norme de service (Volume d'activités annuelles qui répond à la norme) a été calculé à partir du volume annuel total et du pourcentage qui satisfait à la norme de service.",80.0,100,23669,30306,0
