"dept_code","type","name_en","name_fr","pa_last_year_5_auth","pa_last_year_5_exp","pa_last_year_4_auth","pa_last_year_4_exp","pa_last_year_3_auth","pa_last_year_3_exp","pa_last_year_2_auth","pa_last_year_2_exp","pa_last_year_auth","pa_last_year_exp"
"CH","g","Grants to the Lieutenant Governors of the provinces of Canada toward defraying the costs incurred in the exercise of their duties: Newfoundland and Labrador","Subventions aux lieutenants-gouverneurs de chaque province du Canada à titre d'indemnités pour les frais engagés dans l'exercice de leurs fonctions :  Terre-Neuve et Labrador",77590,77590,77590,77590,77590,77590,77590,77590,77590,77590
"CH","g","Grants to the Lieutenant Governors of the provinces of Canada toward defraying the costs incurred in the exercise of their duties: Alberta","Subventions aux lieutenants-gouverneurs de chaque province du Canada à titre d'indemnités pour les frais engagés dans l'exercice de leurs fonctions :  Alberta",75940,75940,75940,75940,75940,75940,75940,75940,75940,75940
"CH","g","Grants to the Lieutenant Governors of the provinces of Canada toward defraying the costs incurred in the exercise of their duties: Manitoba","Subventions aux lieutenants-gouverneurs de chaque province du Canada à titre d'indemnités pour les frais engagés dans l'exercice de leurs fonctions :  Manitoba",73762,73762,73762,73762,73762,73762,73762,73762,73762,73762
"CH","g","Grants to the Lieutenant Governors of the provinces of Canada toward defraying the costs incurred in the exercise of their duties: Saskatchewan","Subventions aux lieutenants-gouverneurs de chaque province du Canada à titre d'indemnités pour les frais engagés dans l'exercice de leurs fonctions :  Saskatchewan",73758,73758,73758,73758,73758,73758,73758,73758,73758,73758
"CH","c","Contributions in support of the Katimavik program","Contributions à l'appui du programme Katimavik",11083200,6588886,0,0,0,0,0,0,0,0
"CH","c","Contributions in support of the Multiculturalism Program","Contributions à l'appui du Programme du multiculturalisme",0,0,0,0,0,0,2041874,1917127,5394522,5394321
"CH","c","Task Force for International Cooperation on Holocaust Education, Remembrance and Research","Groupe de coopération internationale pour la recherche sur l'Holocauste, l'enseignement de ses réalités et la perpétuation de sa mémoire",0,0,0,0,0,0,44250,44250,0,0
"CH","c","Contributions to support Canada Interactive Fund","Contributions à l'appui du Fonds interactif du Canada",2132420,2132419,0,0,0,0,0,0,0,0
"CH","g","Grants to the Lieutenant Governors of the provinces of Canada toward defraying the costs incurred in the exercise of their duties: Nova Scotia","Subventions aux lieutenants-gouverneurs de chaque province du Canada à titre d'indemnités pour les frais engagés dans l'exercice de leurs fonctions :  Nouvelle-Écosse",64199,64199,64199,64199,64199,64199,64199,64199,64199,64199
"CH","c","Contributions to the Arts, culture and diversity program","Contributions au Programme des arts, de la culture et de la diversité",390000,270000,0,0,0,0,0,0,0,0
"CH","g","Grants to the Lieutenant Governors of the provinces of Canada toward defraying the costs incurred in the exercise of their duties: New Brunswick","Subventions aux lieutenants-gouverneurs de chaque province du Canada à titre d'indemnités pour les frais engagés dans l'exercice de leurs fonctions :  Nouveau-Brunswick",62947,62947,62947,62947,62947,62947,62947,62947,62947,62947
"CH","g","Grants to support the Youth Take Charge Program","Subventions à l’appui du programme Les jeunes s’engagent",0,0,0,0,0,0,0,0,20000,20000
"CH","g","Grants in support of the Multiculturalism Program","Subventions à l'appui du Programme du multiculturalisme",0,0,0,0,0,0,1513701,653971,2371607,2371598
"CH","c","Contribution to the Harbourfront Centre","Contribution au Harbourfront Centre",0,0,0,0,0,0,0,0,1000000,1000000
"CH","g","Grants to the Lieutenant Governors of the provinces of Canada toward defraying the costs incurred in the exercise of their duties: Prince Edward Island","Subventions aux lieutenants-gouverneurs de chaque province du Canada à titre d'indemnités pour les frais engagés dans l'exercice de leurs fonctions :  Île-du-Prince-Édouard",57071,57071,57071,57071,57071,57071,57071,57071,57071,57071
"CH","g","Grants in support of Innovative Youth Exchange Projects","Subventions à l'appui de projets Échange-Jeunesse innovateurs",0,0,20000,20000,20000,20000,20000,20000,20000,20000
"CH","g","Grant to the Hnatyshyn Foundation","Subvention à la Fondation Hnatyshyn",2500000,2500000,0,0,0,0,0,0,0,0
"CI","c","Settlement Program","Programme d'établissement",603730000,585511769,572212198,572212198,580907743,575736724,589805319,578437254,666292160,649218270
"CI","g","Grant for the Canada-Quebec Accord on Immigration","Subvention aux fins de l'Accord Canada-Québec sur l'immigration",284501000,284501000,319967000,319967000,340568000,340568000,345059000,345059000,378213000,378213000
"CI","c","Resettlement Assistance","Aide à la réinstallation",58624768,50738858,51163272,51163272,64294283,64212010,190804255,154790378,251136933,156173024
"CI","c","Global Assistance to Irregular Migrants","Aide mondiale aux migrants irréguliers",0,0,3085575,3085575,3000000,2294308,3000000,670000,3000000,1171290
"CI","c","Contributions in support of the Multiculturalism Program","Contributions à l'appui du Programme du multiculturalisme",6673123,6673122,4576187,4576187,5249466,2251965,651492,651492,0,0
"CI","c","International Organization for Migration","Organisation internationale pour les migrations",1488746,1488745,1716884,1716884,1871744,1871744,2003350,2002843,2140178,2140178
"CI","g","Grants in support of the Multiculturalism program","Subventions à l'appui du Programme du multiculturalisme",1848193,1250352,2005634,2005634,3000000,1792227,1486299,1486299,0,0
"CI","g","Grant for the Institute for Canadian Citizenship","Subvention à l'Institut pour la citoyenneté canadienne",643257,643257,1058887,1058886,777333,777333,0,0,0,0
"CI","g","Grant for Migration policy development","Subvention pour l'élaboration des politiques sur les migrations",350000,348976,348707,348707,350000,349765,350000,348114,350000,348909
"CI","c","Task force for International Cooperation on Holocaust Education, Remembrance and Research","Groupe de travail pour la coopération internationale sur la recherche, la mémoire et l'enseignement de l'Holocauste",44450,39753,45114,45114,44450,42648,0,0,0,0
"CI","c","Contributions in support of the Community historical recognition program","Contributions à l'appui du Programme de reconnaissance historique des communautés",3700000,2005715,0,0,0,0,0,0,0,0
"CIDA","c","Contributions for Bilateral Programming: Contributions in support of development assistance, contributions for cooperation with countries in transition and contributions in support of regional or","Contributions pour la programmation bilatérale : Contributions pour l'aide au développement, contributions pour la coopération avec les pays en transition et contributions à l'appui de programmes, de projets et d'activités d'aide au d",707977590,623710091,95976752,95976752,0,0,0,0,0,0
"CIDA","c","Contributions for Multilateral Programming: Contributions in support of development assistance, humanitarian assistance or disaster preparedness, for global operations, programs, projects, activi","Contributions pour la programmation multilatérale : Contributions pour l'aide au développement, l'assistance humanitaire ou la planification préalable aux catastrophes à l'égard d'opérations, de programmes, de projets, d'activités et",242776592,242776592,2751820,2751820,0,0,0,0,0,0
"CIDA","c","Contributions for Partnership with Canadians Programming: Contributions for development assistance programs, projects and activities intended to support development for the benefit  of developing","Contributions pour la programmation de partenariat avec les Canadiens : Contributions pour les programmes, les projets et les activités d'aide au développement destinés à appuyer des initiatives liées au développement au profit des pa",245277370,231477370,40398247,40398247,0,0,0,0,0,0
"CIDA","g","Grants for Bilateral Programming: Grants for cooperation with other donor countries for the benefit of developing countries or territories or countries in transition","Subventions pour la programmation bilatérale : Subventions pour la coopération avec d'autres pays donateurs au profit des pays ou territoires en développement ou des pays en transition",8840319,8840319,0,0,0,0,0,0,0,0
"CIDA","g","Grants for Multilateral Programming: Grants in support of development assistance, humanitarian assistance or disaster preparedness, for global operations, programs, projects, activities and appea","Subventions pour la programmation multilatérale : Subventions pour l'aide au développement, l'assistance humanitaire ou la planification préalable aux catastrophes, à l'égard d'opérations, de programmes, de projets, d'activités et d'a",1917523753,1725090980,264581352,264581352,0,0,0,0,0,0
"CIDA","g","Grants for Partnership with Canadians Programming: Grants for development assistance programs, projects and activities intended to support development for the benefit of developing countries or t","Subventions pour la programmation de partenariat  avec les Canadiens: Subventions pour les programmes, les projets et les activités d'aide au développement au profit des pays ou territoires en développement ou des pays en transition o",28482486,28482486,336000,336000,0,0,0,0,0,0
"CIDA","o","(S) Advance Market Commitment for Pneumococcal Vaccines","(S) Mécanisme de garantie de marchés pour le vaccin antipneumococcique",24443233,24443233,0,0,0,0,0,0,0,0
"CIDA","o","(S) Payments to International Financial Institutions / Encashment of notes","(S) Paiements aux institutions financières internationales / Encaissement de billets",247881121,247881121,215256121,215256121,0,0,0,0,0,0
"CIHR","g","Grants for research projects and personnel support","Subventions pour les projets de recherche et le soutien du personnel",853111558,852842284,854080958,854080958,870567615,870277008,868949699,867669698,911095462,910868003
"CIHR","g","Networks of Centres of Excellence","Réseaux de centres d'excellence",24113400,24113000,22589000,22589000,22589400,22589000,22589400,22589000,22589400,22589000
