"deptcode","vote_num","vs_type","name_en","name_fr","pa_last_year_5_auth","pa_last_year_5_exp","pa_last_year_4_auth","pa_last_year_4_exp","pa_last_year_3_auth","pa_last_year_3_exp","pa_last_year_2_auth","pa_last_year_2_exp","pa_last_year_auth","pa_last_year_exp"
"PCC",1,1,"Operating/Program","Fonctionnement/Programme","","",9294310,8718932.00,9484985,8736312,9477435,8190190,9674697.00,8190848.00
"PCC",65,1,"Operating/Program","Fonctionnement/Programme",9397640.00,7958517.00,"","","","","","","",""
"PCC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",831317.00,831317.00,881039,881039.00,981751,981751,845762,845762,830983.00,830983.07
"PCO",1,1,"Operating/Program","Fonctionnement/Programme",117998155.00,112118460.00,113747027,109734217.00,113389773,109302918,146984283,141450160,209655506.00,187449564.00
"PCO","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",13980709.00,13980709.00,13204084,13204084.00,13510664,13510664,12493221,12493221,15197868.00,15197868.02
"PCO","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","","","","","","",37,37,"",""
"PCO","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",268467.00,268467.00,249719,249719.00,286917,286917,288465,288465,259300.00,259300.08
"PCO","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",23126.00,17491.00,24157,5635.00,27580,18522,43224,9058,40146.00,34166.33
"PHAC",1,1,"Operating/Program","Fonctionnement/Programme","","",365834259,338703770.00,337162482,322665026,353128253,325585280,350779684.00,340095980.00
"PHAC",5,2,"Capital","Capital","","",8760266,6920341.00,8449241,7464734,6503695,5956089,10340293.00,10012204.00
"PHAC",10,3,"Grants & Contributions","Subventions et Contributions","","",251101573,249625473.00,207249484,201860870,195198623,189506070,225739230.00,217109560.00
"PHAC",45,1,"Operating/Program","Fonctionnement/Programme",375400013.00,360684001.00,"","","","","","","",""
"PHAC",50,2,"Capital","Capital",13849226.00,11357101.00,"","","","","","","",""
"PHAC",55,3,"Grants & Contributions","Subventions et Contributions",208048310.00,205633323.00,"","","","","","","",""
"PHAC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",30651414.00,30651414.00,29129017,29129017.00,28623939,28623939,26887592,26887592,27566659.00,27566658.84
"PHAC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","","","","","","",15,15,"",""
"PHAC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",94235.00,87869.00,74353,66392.00,218927,210939,70965,30288,96665.00,53678.17
"PHAC","S",999,"Spending of revenues from other departments for which the Minister is responsible, pursuant to subsection 4.2(4) of the Department of Health Act","Dépense des recettes provenant des autres ministères pour lesquels le ministre est responsable, conformément au paragraphe 4.2(4) de la Loi sur le ministère de la Santé",13083928.00,13083928.00,12524192,12524192.00,12254633,12254633,11251694,11251694,12264473.00,12264472.87
"PMPRB",1,1,"Operating/Program","Fonctionnement/Programme","","",10356470,7089582.00,10323345,8572500,10336436,9225595,10588712.00,8892357.00
"PMPRB",40,1,"Operating/Program","Fonctionnement/Programme",10501868.00,6807075.95,"","","","","","","",""
"PMPRB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",861365.00,861365.00,840584,840584.00,925814,925814,907916,907916,846365.00,846365.14
"PMPRB","S",999,"Court Awards","Montants adjugés par une cour",70628.00,70628.00,"","","","","","","",""
"PMPRB","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",2801285.00,2801285.00,"","","","","","","",""
"PMPRB","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",213.00,213.00,114,114.00,47,47,448,448,472.00,472.03
"PPP",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",11800000,11800000.00,11800000,11800000,11800000,11800000,11800000.00,5900000.00
"PPP",3,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",197700000,197700000.00,"","","","","",""
"PPP",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","","","",219400000,0,267700000,0,267700000.00,0.00
"PPP",40,5,"Payments to Crown Corps","Paiement aux sociétés d'État",12300000.00,12300000.00,"","","","","","","",""
"PPP",45,5,"Payments to Crown Corps","Paiement aux sociétés d'État",252900000.00,252900000.00,"","","","","","","",""
"PPS",1,1,"Operating/Program","Fonctionnement/Programme","","","","","","",65150492,59599369,79617983.00,71748117.00
"PPS",3,1,"Operating/Program","Fonctionnement/Programme","","","","",48752033,47100237,"","","",""
"PPS","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","","","","",3370694,3370694,5180957,5180957,5436172.00,5436171.70
"PSC",1,1,"Operating/Program","Fonctionnement/Programme","","",76905067,67460445.00,76197939,63002583,75694654,66714150,79548381.00,75829518.00
"PSC",95,1,"Operating/Program","Fonctionnement/Programme",82113520.00,73980568.22,"","","","","","","",""
"PSC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",11570688.00,11570688.00,10135978,10135978.00,9598061,9598061,9108096,9108096,9834904.00,9834904.04
"PSC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",4141.00,4141.00,1328,1328.00,"","",220,220,2680.00,2680.00
"PSC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",11868.00,11868.00,180,180.00,9062,9062,642,642,1594.00,1593.95
"PSEP",1,1,"Operating/Program","Fonctionnement/Programme",137564354.00,133245148.00,125824048,122382753.00,125904034,120889337,158259748,151982128,145516609.00,139294307.00
"PSEP",5,3,"Grants & Contributions","Subventions et Contributions",1218687805.00,1192322278.00,1046154424,539389043.00,1005556693,271862285,1035949158,1031209114,946844709.00,805147909.00
"PSEP","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",15605276.00,15605276.00,13610690,13610690.00,13948777,13948777,14337194,14337194,14544801.00,14544801.52
"PSEP","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",77541.00,77541.00,80300,80300.00,82328,82328,83500,83500,84600.00,84600.00
"PSEP","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","","","","","","","","",20538.00,""
"PSSRB",1,1,"Operating/Program","Fonctionnement/Programme","","",7289228,7279228.00,"","","","","",""
"PSSRB",100,1,"Operating/Program","Fonctionnement/Programme",13175574.00,11398804.00,"","","","","","","",""
"PSSRB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",1307089.00,1307089.00,725452,725452.00,"","","","","",""
"PSSRB","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",55.00,55.00,39,39.00,"","","","","",""
"PSST",1,1,"Operating/Program","Fonctionnement/Programme","","",2765794,2629844.00,"","","","","",""
"PSST",105,1,"Operating/Program","Fonctionnement/Programme",5123904.00,4236419.00,"","","","","","","",""
"PSST","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",532271.00,532271.00,343705,343705.00,"","","","","",""
"RCMP",1,1,"Operating/Program","Fonctionnement/Programme","","",1985777714,1908906265.00,1906787131,1881921442,2117198408,1922106379,2506474414.00,2273087600.00
"RCMP",5,2,"Capital","Capital","","",300547775,263450923.00,331540322,264600732,312735236,235794707,397829156.00,256358698.00
"RCMP",10,3,"Grants & Contributions","Subventions et Contributions","","",166457517,160887743.00,186951933,184500180,213073483,202929139,233073483.00,230685907.00
"RCMP",45,1,"Operating/Program","Fonctionnement/Programme",2021822478.00,1981451541.00,"","","","","","","",""
"RCMP",50,2,"Capital","Capital",335500252.00,220101586.00,"","","","","","","",""
"RCMP",55,3,"Grants & Contributions","Subventions et Contributions",153072385.00,150151242.00,"","","","","","","",""
"RCMP","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",73311742.00,73311742.00,70615520,70615520.00,67583745,67583745,66573189,66573189,73458050.00,73458050.45
"RCMP","S",999,"Court Awards","Montants adjugés par une cour",63593.00,63593.00,1069096,1069096.00,"","","","","",""
"RCMP","S",999,"Pensions and other employee benefits - Members of the Force","Pensions et autres prestations des employés - Membres de la Gendarmerie royale du Canada",446524247.00,446524247.00,437047609,437047609.00,439573206,439573206,574114273,574114273,361306004.00,361306004.26
"RCMP","S",999,"Pensions under the Royal Canadian Mounted Police Pension Continuation Act","Pensions aux termes de la Loi sur la continuation des pensions de la Gendarmerie royale du Canada",12315745.00,12315745.00,11400805,11400805.00,10391783,10391783,9392163,9392163,7779758.00,7779758.21
"RCMP","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",647937.00,647937.00,46265,46265.00,233884,233884,1098718,1098718,269390.00,269389.70
"RCMP","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",14459818.00,7813063.00,14919092,8464749.00,12290260,7422599,12564275,5617516,13028690.00,8038482.51
"RPSDP",1,1,"Operating/Program","Fonctionnement/Programme","","",878674,868674.00,"","","","","",""
"RPSDP",110,1,"Operating/Program","Fonctionnement/Programme",1745457.00,1111720.00,"","","","","","","",""
"RPSDP","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",117642.00,117642.00,96569,96569.00,"","","","","",""
"RSCT",1,1,"Operating/Program","Fonctionnement/Programme","","",1224163,1214163.00,"","","","","",""
"RSCT",35,1,"Operating/Program","Fonctionnement/Programme",2791903.00,1981845.00,"","","","","","","",""
"RSCT","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",159591.00,159591.00,98535,98535.00,"","","","","",""
"RSCT","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",155.00,0.00,"","","","","","","",""
"SC",1,1,"Operating/Program","Fonctionnement/Programme","","",406108750,400619335.00,466850971,446719866,692288931,610800160,504906978.00,475550822.00
"SC",105,1,"Operating/Program","Fonctionnement/Programme",429489878.00,403702440.00,"","","","","","","",""
"SC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",67783916.00,67783916.00,66562622,66562622.00,70827594,70827594,70693538,70693538,70193033.00,70193032.61
"SC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",25419.00,25419.00,20504,20504.00,13105,13105,23463,23463,27300.00,27299.54
"SCA",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",12889535,12889535.00,10194937,10194937,10515380,10515380,13828495.00,13828495.00
"SCA",100,5,"Payments to Crown Corps","Paiement aux sociétés d'État",10081241.00,8081241.00,"","","","","","","",""
"SCC",1,1,"Operating/Program","Fonctionnement/Programme","","",23585872,22699824.00,23732571,21815595,25933544,23513974,28048976.00,26681784.00
"SCC",50,1,"Operating/Program","Fonctionnement/Programme",23589974.00,22419896.00,"","","","","","","",""
"SCC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",2855531.00,2855531.00,2721883,2721883.00,2590341,2590341,2587860,2587860,2744204.00,2744203.89
"SCC","S",999,"Judges' salaries, allowances and annuities, annuities to spouses and children of judges and lump sum payments to spouses of judges who die while in office","Traitements, indemnités et pensions des juges, pensions aux conjoints et aux enfants des juges et montants forfaitaires versés aux conjoints des juges qui décèdent pendant leur mandat",6155512.00,6155512.00,6565949,6565949.00,7933812,7933812,7572984,7572984,7990851.00,7990850.71
"SCC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",825.00,0.00,5131,5131.00,4356,0,4608,4608,330.00,330.32
"SEN",1,1,"Operating/Program","Fonctionnement/Programme",58169816.00,53815856.00,58432359,56881095.00,52946960,49140138,58276163,51981002,69584548.00,60461030.00
"SEN","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",7212635.00,7212635.00,6622198,6622198.00,5839705,5839705,5841350,5841350,6288559.00,6288558.79
"SEN","S",999,"Officers and Members of the Senate-Salaries, allowances and other payments to the Speaker of the Senate, Members and other officers of the Senate under the Parliament of Canada Act; contributions to the Members of Parliament Retiring Allowances Account and Members of Parliament Retirement Compensation Arrangements Account","Dignitaires du Sénat et sénateurs - Traitements, allocations et autres paiements versés au président du Sénat, aux sénateurs et autres dignitaires du Sénat en vertu de la Loi sur le Parlement du Canada; contributions au compte d'allocations de retraite des parlementaires et au compte de convention de retraite des parlementaires",23665559.00,23665559.00,21899098,21899098.00,19592251,19592251,22856404,22856404,39205358.00,39205358.53
"SHARE",1,1,"Operating/Program","Fonctionnement/Programme","","",1306833768,1288300022.00,1229509769,1201014719,1377900637,1278274051,1398334791.00,1349579105.00
"SHARE",5,2,"Capital","Capital","","",282890824,246406391.00,268798688,220030555,443216441,328246669,451310870.00,368865718.00
"SHARE",15,1,"Operating/Program","Fonctionnement/Programme",1406521895.00,1363797879.16,"","","","","","","",""
"SHARE",20,2,"Capital","Capital",221727054.00,198876712.89,"","","","","","","",""
"SHARE","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",84892000.00,84892000.00,83288777,83288777.00,79432995,79432995,71054522,71054522,75282655.00,75282655.20
"SHARE","S",999,"Pensions and other employee benefits - Members of Royal Canadian Mounted Police","Pensions et autres prestations des employés - Membres de la Gendarmerie royale du Canada",5671213.00,5671213.00,4375903,4375903.00,3965501,3965501,3794495,3794495,4184282.00,4184282.29
"SHARE","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",11379.00,0.00,10762,10762.00,"","",291,"",1535.00,1534.52
"SIRC",1,1,"Operating/Program","Fonctionnement/Programme","","",2727928,2699866.00,2808575,2589682,6641275,4124621,6600448.00,5841352.00
"SIRC",25,1,"Operating/Program","Fonctionnement/Programme",2713531.00,2496497.00,"","","","","","","",""
"SIRC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",285877.00,285877.00,280154,280154.00,279774,279774,350147,350147,332540.00,332539.56
"SIRC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",147.00,147.00,19,0.00,19,19,300,"",306.00,300.00
"SSHRC",1,1,"Operating/Program","Fonctionnement/Programme","","",24605179,23711152.00,24399882,23578208,26479122,24226029,27061199.00,24499123.00
"SSHRC",5,3,"Grants & Contributions","Subventions et Contributions","","",689298073,686413682.00,694097194,693713463,749471430,748676303,756926319.00,756635673.00
"SSHRC",90,1,"Operating/Program","Fonctionnement/Programme",23526877.00,22537752.91,"","","","","","","",""
"SSHRC",95,3,"Grants & Contributions","Subventions et Contributions",670855922.00,670382869.31,"","","","","","","",""
"SSHRC","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",72.00,72.00,"","","","","","","",""
"SSHRC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",2785513.00,2785513.00,2801814,2801814.00,2819917,2819917,2872113,2872113,2707688.00,2707687.61
"SSHRC","S",999,"Spending of Revenues pursuant to subsection 4.2 of the Social Sciences and Humanities Research Council Act","Dépenses des revenus en vertu du paragraphe 4.2 de la Loi sur le Conseil de recherches en sciences humaines","","","","",180551,180551,179602,179602,121276.00,121275.97
"SSHRC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",13231.00,13231.00,"","","","",15529,"",15568.00,15568.49
"SWC",1,1,"Operating/Program","Fonctionnement/Programme","","",10018894,9817072.00,10351935,9992018,14248375,13330347,22086283.00,20727156.00
"SWC",5,3,"Grants & Contributions","Subventions et Contributions","","",19033333,19033332.00,19535001,18285000,20630000,20480000,20830000.00,20830000.00
"SWC",25,1,"Operating/Program","Fonctionnement/Programme",11625969.00,11063460.00,"","","","","","","",""
"SWC",30,3,"Grants & Contributions","Subventions et Contributions",19033333.00,19033333.00,"","","","","","","",""
"SWC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",1325490.00,1325490.00,1273336,1273336.00,1265383,1265383,1459269,1459269,1745077.00,1745076.78
"SWC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","","","","","","","","",2000.00,2000.04
"SWC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",2129.00,0.00,2004,2004.00,89,0,89,"","",""
"SWC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","S0567","","","","","","","","",58.00,""
"TBC",1,1,"Operating/Program","Fonctionnement/Programme",246327900.00,234224053.00,321758616,295850911.00,303094237,248942508,366807216,290703748,309299504.00,272955611.00
"TBC",5,6,"Treasury Board Central","Crédit du Conseil du Trésor",749998884.00,0.00,750000000,0.00,750000000,0,635642771,0,530274898.00,0.00
"TBC",10,6,"Treasury Board Central","Crédit du Conseil du Trésor",2093000.00,0.00,103000,0.00,2090470,0,693000,0,693000.00,0.00
"TBC",15,6,"Treasury Board Central","Crédit du Conseil du Trésor",0.00,0.00,0,0.00,"","",0,0,0.00,0.00
"TBC",20,6,"Treasury Board Central","Crédit du Conseil du Trésor",2268179661.00,2186132708.00,2506134407,2454311704.00,2719270604,2690624377,2460070604,2406697551,3274680578.00,3164665468.00
"TBC",25,6,"Treasury Board Central","Crédit du Conseil du Trésor",173453875.00,0.00,460111826,0.00,451599384,0,504827064,0,222997692.00,0.00
"TBC",30,6,"Treasury Board Central","Crédit du Conseil du Trésor",487698916.00,0.00,608191976,0.00,747466679,0,922128220,0,249426761.00,0.00
"TBC",33,6,"Treasury Board Central","Crédit du Conseil du Trésor",0.00,0.00,137334311,0.00,108778145,0,73858716,0,42220019.00,0.00
"TBC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",28996563.00,28996563.00,27397562,27397562.00,26233735,26233735,27019489,27019489,27932725.00,27932724.95
"TBC","S",999,"Employer contributions made under the Public Service Superannuation Act and other retirement acts and the Employment Insurance Act","Contributions aux régimes d'avantages sociaux des employés",443000000.00,443000000.00,444043497,444043497.00,1162000000,1162000000,339743644,339743644,341250848.00,341250848.34
"TBC","S",999,"Payments for the Pay Equity Settlement","Paiements au titre de l'entente sur la parité salariale",84322.00,84322.00,"","",2556,2556,-39653,-39653,-3072.00,-3071.69
"TBC","S",999,"Payments under the Public Service Pension Adjustment Act","Versements en vertu de la Loi sur la mise au point des pensions du service public",4603.00,4603.00,5708,5708.00,3238,3238,355,355,15823.00,15822.72
"TBC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",78700.00,78700.00,80300,80300.00,82328,82328,83500,83500,84600.00,84600.00
"TBC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",3100.00,0.00,14852,0.00,46535,0,41394,"",8141.00,""
"TC",1,1,"Operating/Program","Fonctionnement/Programme",576724886.66,549165563.85,644498058,635279355.00,669280980,650159269,605977945,534936182,723505611.00,678268055.00
"TC",5,2,"Capital","Capital",232602648.00,75558929.87,229799910,124091494.00,170865819,119165993,151177633,89538022,163552904.00,100027353.00
"TC",10,3,"Grants & Contributions","Subventions et Contributions",555590850.00,462317216.32,778474908,581861529.00,689731437,525375006,257904429,157175918,113277043.00,58990203.00
"TC",15,3,"Grants & Contributions","Subventions et Contributions","","","","","","",128658967,122967546,210178442.00,118128881.00
"TC",20,3,"Grants & Contributions","Subventions et Contributions","","","","","","",50414499,32157368,55323442.00,31622127.00
"TC","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement","","","","","","","","",915.00,914.95
"TC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",70453486.00,70453486.00,71574375,71574375.00,71794449,71794449,63887310,63887310,70017280.00,70017280.41
"TC","S",999,"Northumberland Strait Crossing Subsidy Payment under the Northumberland Strait Crossing Act","Paiement de subvention pour l'ouvrage de franchissement du détroit de Northumberland selon la Loi sur l'ouvrage de franchissement du détroit de Northumberland",60830420.00,60830420.00,61732946,61732946.00,62334630,62334630,63588278,63588278,64942486.00,64942486.00
"TC","S",999,"Payments in respect of St. Lawrence Seaway agreements under the Canada Marine Act","Paiements versés conformément aux ententes de la Voie maritime du Saint-Laurent conclues dans le cadre de la Loi maritime du Canada",114245765.00,114245765.00,127153916,127153916.00,133369007,133369007,123523640,123523640,74148352.00,74148351.95
"TC","S",999,"Payments to the Canadian National Railway Company in respect of the termination of the collection of tolls on the Victoria Bridge, Montreal and for rehabilitation work on the portion of the bridge","Versements à la Compagnie des chemins de fer nationaux du Canada à l'égard de l'abolition des péages sur le pont Victoria à Montréal, et pour la réfection de la voie de circulation du pont",3300000.00,3300000.00,3300000,3300000.00,3300000,3300000,3300000,3300000,3300000.00,3300000.00
"TC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",15105.00,15105.00,7396,7396.00,7364,7364,1020,1020,32749.00,32749.00
"TC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",131748.00,131748.00,80300,80300.00,82328,82328,83500,83500,84600.00,84600.00
"TC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",4706943.00,4614601.00,1302845,0.00,3734208,3539016,3209842,"",6337296.00,6157764.07
"TOUR",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",57975770,57975770.00,62975770,62975770,95475770,95475770,95744873.00,95475770.00
"TOUR",40,5,"Payments to Crown Corps","Paiement aux sociétés d'État",57975770.00,57975770.00,"","","","","","","",""
"TRC",1,1,"Operating/Program","Fonctionnement/Programme","","",10538831,5788404.83,6451251,5922532,"","","",""
"TRC",30,1,"Operating/Program","Fonctionnement/Programme",12972461.00,6501066.63,"","","","","","","",""
"TRC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",360329.00,360329.00,206332,206332.00,59401,59401,"","","",""
"VAC",1,1,"Operating/Program","Fonctionnement/Programme",899651451.00,836468983.00,880092932,806206370.00,903625387,864706848,1015905697,959154685,1022118507.00,926664000.00
"VAC",5,3,"Grants & Contributions","Subventions et Contributions",2738741501.00,2635519439.00,2688403902,2533729901.00,2736010000,2693998960,2861462000,2774591177,3867796000.00,3814604720.00
"VAC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",41343461.00,41343461.00,36416679,36416679.00,36138297,36138297,36863419,36863419,32450710.00,32450709.52
"VAC","S",999,"Court Awards","Montants adjugés par une cour",9268.00,9268.00,26000,26000.00,12025,12025,13907,13907,7121.00,7120.87
"VAC","S",999,"Losses on Foreign Exchange","Pertes d'opérations de change","","","","",414,414,5976,5976,"",""
"VAC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",138804.00,138804.00,46954,46954.00,24408,24408,35975,35975,4766.00,4767.29
"VAC","S",999,"Returned Soldiers Insurance Actuarial Liability Adjustment","Rajustement des engagements actuariels de l'assurance des soldats de retour au pays",1067.00,1067.00,1662,1662.00,775,775,759,759,766.00,766.00
"VAC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",78700.00,78700.00,79436,79436.00,82328,82328,83500,83500,84600.00,84600.00
"VAC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",13167.00,13167.00,18765,18765.00,23213,23213,16945,16945,9380.00,9379.95
"VAC","S",999,"Veterans Insurance Actuarial Liability Adjustment","Rajustement des engagements actuariels de l'assurance des anciens combattants","","",354187,354187.00,46936,46936,42398,42398,65017.00,65017.00
"VIA",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",433261756,406210121.00,395067134,365500460,425450000,348387317,456402731.00,357536154.00
"VIA",60,5,"Payments to Crown Corps","Paiement aux sociétés d'État",439383000.00,405661000.00,"","","","","","","",""
"VRAB",1,1,"Operating/Program","Fonctionnement/Programme","","",10129316,10080688.00,9934657,9677602,9924194,9068086,10102793.00,9734537.00
"VRAB",10,1,"Operating/Program","Fonctionnement/Programme",10693187.00,10022700.00,"","","","","","","",""
"VRAB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",1435388.00,1435388.00,1342611,1342611.00,1324763,1324763,1167203,1167203,1117832.00,1117832.45
"WDBA",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","","","",461094912,138500000,569181753,334500000,317817400.00,184000000.00
"WDBA",3,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",8064384,8059104.00,"","","","","",""
"WDO",1,1,"Operating/Program","Fonctionnement/Programme",42799950.00,40153739.00,39107069,36056455.00,38841639,35329465,36720314,33928250,38617715.00,37029259.00
"WDO",5,3,"Grants & Contributions","Subventions et Contributions",147133550.00,143006398.00,122232026,121697675.00,122248119,116332625,163559924,152743516,189690082.00,186283470.00
"WDO","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement","","",3802,3802.00,"","","","","",""
"WDO","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",5166000.00,5166000.00,4241334,4241334.00,4024851,4024851,3809268,3809268,3739442.00,3739442.37
"WDO","S",999,"Salary and Motor Car Allowance","Contributions aux régimes d'avantages sociaux des employés",2000.00,2000.00,2000,2000.00,1522,1189,"","","",""
"WDO","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",835.00,154.00,1270,1270.00,3244,3244,2240,2240,15948.00,15948.33

